Dates,Asia_50_Volume,Core_MSCI_World_ex_Australia_ESG_Leaders_AUD_Hedged_fund_Volume,Core_MSCI_World_ex_Australia_ESG_Leaders_Volume,Core_SPASX_200_Volume,Edge_MSCI_Australia_Minimum_Volatility_Volume,Edge_MSCI_Australia_Multifactor_Volume,Edge_MSCI_World_Multifactor_Volume,Global_100_AUD_Hedged_Volume,Global_100_Volume,Global_Consumer_Staples_Volume,Global_Healthcare_Volume,JP_Morgan_USD_Emerging_Markets_Bond_AUD_Hedged_E_Volume,MSCI_Emerging_Markets_Volume,SP_500_Volume,SP_Mid_Cap_Volume,SPASX_20_Volume,SPASX_Dividend_Opportunities_Volume,Total_Volume
12-Jul-22,"7,663,926.00","6,916,384.00","13,679,665.00","155,555,230.00","890,033.00","1,575,927.00","4,148,097.00","1,145,002.00","25,796,718.00","2,124,524.00","9,582,590.00","491,540.00","14,237,635.00","8,621,149.00","577,630.00","16,826,871.00","21,688,534.00",
11-Jul-22,"7,669,726.00","6,916,384.00","13,679,665.00","155,555,230.00","890,033.00","1,575,927.00","4,148,097.00","1,122,002.00","25,812,718.00","2,124,524.00","9,581,290.00","491,540.00","14,229,235.00","8,630,249.00","577,630.00","16,826,871.00","21,588,534.00",
8-Jul-22,"7,669,726.00","6,916,384.00","13,679,665.00","155,555,230.00","890,033.00","1,575,927.00","4,148,097.00","1,122,002.00","25,804,718.00","2,124,524.00","9,578,690.00","491,540.00","14,212,435.00","8,630,249.00","577,630.00","16,826,871.00","21,588,534.00",
7-Jul-22,"7,669,726.00","6,916,384.00","13,679,665.00","155,555,230.00","890,033.00","1,575,927.00","4,148,097.00","1,122,002.00","25,796,718.00","2,124,524.00","9,578,690.00","491,540.00","14,229,235.00","8,628,949.00","577,630.00","16,826,871.00","21,588,534.00",
6-Jul-22,"7,669,726.00","6,916,384.00","13,679,665.00","153,680,230.00","890,033.00","1,575,927.00","4,148,097.00","1,122,002.00","25,812,718.00","2,124,524.00","9,576,090.00","491,540.00","14,229,235.00","8,628,949.00","577,630.00","16,826,871.00","21,588,534.00",
5-Jul-22,"7,676,919.00","6,926,744.00","13,723,721.00","154,213,339.00","890,951.00","1,609,338.00","4,152,430.00","1,123,197.00","25,795,559.00","2,127,711.00","9,578,691.00","493,179.00","14,240,696.00","8,630,295.00","575,741.00","16,846,027.00","21,596,193.00",
4-Jul-22,"7,676,919.00","6,926,744.00","13,723,721.00","153,763,339.00","890,951.00","1,609,338.00","4,152,430.00","1,123,197.00","25,795,559.00","2,127,711.00","9,578,691.00","483,179.00","14,240,696.00","8,630,295.00","575,741.00","16,846,027.00","21,596,193.00",
1-Jul-22,"7,676,919.00","6,926,744.00","13,723,721.00","153,763,339.00","890,951.00","1,609,338.00","4,152,430.00","1,123,197.00","25,795,559.00","2,127,711.00","9,546,191.00","483,179.00","14,223,896.00","8,628,995.00","575,741.00","16,771,027.00","21,596,193.00",
30-Jun-22,"7,671,017.00","6,914,568.00","13,673,749.00","152,711,599.00","888,338.00","1,570,725.00","4,134,731.00","1,120,760.00","25,743,829.00","2,123,464.00","9,538,265.00","481,182.00","14,197,132.00","8,624,884.00","575,548.00","16,701,567.00","21,554,077.00",
29-Jun-22,"7,671,017.00","6,749,568.00","13,508,749.00","152,711,599.00","888,338.00","1,570,725.00","4,134,731.00","1,120,760.00","25,743,829.00","2,123,464.00","9,536,965.00","481,182.00","14,188,732.00","8,624,884.00","575,548.00","16,701,567.00","21,554,077.00",
28-Jun-22,"7,676,817.00","6,419,568.00","13,123,749.00","152,711,599.00","888,338.00","1,570,725.00","4,134,731.00","1,120,760.00","25,743,829.00","2,123,464.00","9,536,965.00","481,182.00","14,180,332.00","8,622,284.00","575,548.00","16,626,567.00","21,554,077.00",
27-Jun-22,"7,682,617.00","6,419,568.00","13,123,749.00","152,711,599.00","888,338.00","1,570,725.00","4,134,731.00","1,120,760.00","25,743,829.00","2,123,464.00","9,533,065.00","481,182.00","14,171,932.00","8,615,784.00","575,548.00","16,626,567.00","21,554,077.00",
24-Jun-22,"7,694,217.00","6,419,568.00","13,123,749.00","152,711,599.00","888,338.00","1,570,725.00","4,134,731.00","1,120,760.00","25,743,829.00","2,123,464.00","9,533,065.00","481,182.00","14,171,932.00","8,628,784.00","575,548.00","16,626,567.00","21,554,077.00",
23-Jun-22,"7,700,017.00","6,419,568.00","13,123,749.00","152,261,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,743,829.00","2,132,464.00","9,533,065.00","481,182.00","14,171,932.00","8,628,784.00","575,548.00","16,626,567.00","21,554,077.00",
22-Jun-22,"7,705,817.00","6,419,568.00","12,903,749.00","152,261,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,735,829.00","2,132,464.00","9,533,065.00","481,182.00","14,163,532.00","8,628,784.00","581,248.00","16,551,567.00","21,554,077.00",
21-Jun-22,"7,711,617.00","6,419,568.00","12,408,749.00","152,261,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,727,829.00","2,132,464.00","9,533,065.00","481,182.00","14,171,932.00","8,628,784.00","581,248.00","16,551,567.00","21,554,077.00",
20-Jun-22,"7,711,617.00","6,419,568.00","12,408,749.00","152,261,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,727,829.00","2,132,464.00","9,533,065.00","481,182.00","14,171,932.00","8,628,784.00","581,248.00","16,551,567.00","21,554,077.00",
17-Jun-22,"7,711,617.00","6,419,568.00","12,408,749.00","154,661,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,727,829.00","2,132,464.00","9,533,065.00","481,182.00","14,180,332.00","8,626,184.00","581,248.00","16,551,567.00","21,554,077.00",
16-Jun-22,"7,717,417.00","6,419,568.00","12,408,749.00","154,436,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,727,829.00","2,135,464.00","9,533,065.00","481,182.00","14,180,332.00","8,623,584.00","581,248.00","16,551,567.00","21,454,077.00",
15-Jun-22,"7,723,217.00","6,419,568.00","12,353,749.00","154,136,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,727,829.00","2,121,964.00","9,533,065.00","481,182.00","14,180,332.00","8,637,884.00","581,248.00","16,476,567.00","21,454,077.00",
14-Jun-22,"7,734,817.00","6,364,568.00","12,353,749.00","154,136,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,727,829.00","2,121,964.00","9,533,065.00","531,182.00","14,180,332.00","8,637,884.00","581,248.00","16,476,567.00","21,454,077.00",
10-Jun-22,"7,734,817.00","6,364,568.00","12,353,749.00","154,136,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,727,829.00","2,121,964.00","9,533,065.00","531,182.00","14,180,332.00","8,637,884.00","581,248.00","16,476,567.00","21,454,077.00",
9-Jun-22,"7,740,617.00","6,144,568.00","12,133,749.00","154,136,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,727,829.00","2,121,964.00","9,533,065.00","531,182.00","15,053,932.00","8,637,884.00","581,248.00","16,401,567.00","21,454,077.00",
8-Jun-22,"7,746,417.00","6,144,568.00","12,133,749.00","154,136,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,735,829.00","2,121,964.00","9,533,065.00","531,182.00","15,045,532.00","8,640,484.00","585,048.00","16,401,567.00","21,354,077.00",
7-Jun-22,"7,746,417.00","6,144,568.00","12,133,749.00","154,136,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,743,829.00","2,121,964.00","9,531,765.00","531,182.00","15,037,132.00","8,640,484.00","585,048.00","16,401,567.00","21,354,077.00",
6-Jun-22,"7,752,217.00","6,144,568.00","12,133,749.00","159,761,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,743,829.00","2,121,964.00","9,530,465.00","531,182.00","15,037,132.00","8,617,084.00","585,048.00","16,401,567.00","21,354,077.00",
3-Jun-22,"7,758,017.00","5,979,568.00","11,968,749.00","159,761,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,743,829.00","2,121,964.00","9,525,265.00","531,182.00","15,037,132.00","8,628,784.00","585,048.00","16,401,567.00","21,354,077.00",
2-Jun-22,"7,758,017.00","5,979,568.00","11,968,749.00","159,761,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,743,829.00","2,120,464.00","9,518,765.00","531,182.00","15,028,732.00","8,613,184.00","585,048.00","16,401,567.00","21,354,077.00",
1-Jun-22,"7,763,817.00","6,034,568.00","11,858,749.00","159,761,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,743,829.00","2,120,464.00","9,514,865.00","501,182.00","15,835,132.00","8,613,184.00","585,048.00","16,401,567.00","21,354,077.00",
31-May-22,"7,769,617.00","6,034,568.00","11,858,749.00","159,761,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,743,829.00","2,118,964.00","9,505,765.00","501,182.00","15,734,332.00","8,614,484.00","585,048.00","16,401,567.00","21,354,077.00",
30-May-22,"7,769,617.00","6,034,568.00","11,858,749.00","158,711,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,743,829.00","2,118,964.00","9,505,765.00","501,182.00","15,734,332.00","8,614,484.00","585,048.00","16,326,567.00","21,354,077.00",
27-May-22,"7,769,617.00","6,034,568.00","11,858,749.00","158,711,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,727,829.00","2,117,464.00","9,501,865.00","501,182.00","15,599,932.00","8,614,484.00","583,148.00","16,326,567.00","21,354,077.00",
26-May-22,"7,775,417.00","6,034,568.00","11,858,749.00","159,161,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,727,829.00","2,117,464.00","9,500,565.00","501,182.00","15,583,132.00","8,614,484.00","583,148.00","16,326,567.00","21,354,077.00",
25-May-22,"7,775,417.00","6,034,568.00","11,693,749.00","159,161,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,727,829.00","2,117,464.00","9,499,265.00","501,182.00","15,583,132.00","8,604,084.00","583,148.00","16,326,567.00","21,354,077.00",
24-May-22,"7,781,217.00","6,034,568.00","11,638,749.00","159,161,599.00","888,338.00","1,570,725.00","4,214,731.00","1,097,760.00","25,735,829.00","2,117,464.00","9,495,365.00","501,182.00","15,583,132.00","8,601,484.00","581,248.00","16,326,567.00","21,354,077.00",
23-May-22,"7,781,217.00","6,034,568.00","11,638,749.00","159,161,599.00","888,338.00","1,570,725.00","4,214,731.00","1,051,760.00","25,735,829.00","2,117,464.00","9,491,465.00","501,182.00","15,574,732.00","8,609,284.00","581,248.00","16,326,567.00","21,354,077.00",
20-May-22,"7,781,217.00","5,979,568.00","11,638,749.00","159,161,599.00","888,338.00","1,570,725.00","4,294,731.00","1,051,760.00","25,727,829.00","2,117,464.00","9,490,165.00","501,182.00","15,574,732.00","8,594,984.00","579,348.00","16,326,567.00","21,354,077.00",
19-May-22,"7,781,217.00","5,979,568.00","11,583,749.00","159,161,599.00","888,338.00","1,570,725.00","4,294,731.00","1,051,760.00","25,719,829.00","2,117,464.00","9,484,965.00","491,182.00","15,574,732.00","8,585,884.00","579,348.00","16,326,567.00","21,254,077.00",
18-May-22,"7,781,217.00","5,979,568.00","11,418,749.00","159,161,599.00","888,338.00","1,570,725.00","4,294,731.00","1,051,760.00","25,719,829.00","2,117,464.00","9,471,965.00","491,182.00","15,574,732.00","8,584,584.00","579,348.00","16,326,567.00","21,254,077.00",
17-May-22,"7,787,017.00","5,979,568.00","9,933,749.00","159,161,599.00","888,338.00","1,570,725.00","4,294,731.00","1,051,760.00","25,711,829.00","2,117,464.00","9,462,865.00","491,182.00","15,574,732.00","8,589,784.00","579,348.00","16,251,567.00","21,254,077.00",
16-May-22,"7,792,817.00","5,979,568.00","9,933,749.00","159,161,599.00","888,338.00","1,570,725.00","4,294,731.00","1,051,760.00","25,711,829.00","2,117,464.00","9,447,265.00","491,182.00","15,566,332.00","8,589,784.00","579,348.00","16,251,567.00","21,254,077.00",
13-May-22,"7,787,017.00","5,979,568.00","9,933,749.00","152,111,599.00","888,338.00","1,570,725.00","4,294,731.00","1,051,760.00","25,711,829.00","2,117,464.00","9,436,865.00","481,182.00","15,566,332.00","8,589,784.00","585,048.00","16,251,567.00","21,254,077.00",
12-May-22,"7,787,017.00","5,979,568.00","9,933,749.00","152,111,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,711,829.00","2,117,464.00","9,429,065.00","481,182.00","15,566,332.00","8,589,784.00","585,048.00","16,251,567.00","21,254,077.00",
11-May-22,"7,787,017.00","5,979,568.00","9,933,749.00","152,111,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,703,829.00","2,117,464.00","9,432,965.00","481,182.00","15,574,732.00","8,589,784.00","585,048.00","16,251,567.00","21,254,077.00",
10-May-22,"7,787,017.00","5,979,568.00","9,878,749.00","150,461,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,703,829.00","2,114,464.00","9,430,365.00","481,182.00","15,574,732.00","8,589,784.00","585,048.00","16,251,567.00","21,254,077.00",
9-May-22,"7,787,017.00","5,924,568.00","9,878,749.00","151,136,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,695,829.00","2,114,464.00","9,426,465.00","481,182.00","15,541,132.00","8,589,784.00","585,048.00","16,251,567.00","21,254,077.00",
6-May-22,"7,787,017.00","5,924,568.00","9,823,749.00","144,911,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,687,829.00","2,114,464.00","9,426,465.00","741,182.00","15,381,532.00","8,575,484.00","585,048.00","16,251,567.00","21,254,077.00",
5-May-22,"7,787,017.00","5,924,568.00","9,823,749.00","144,911,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,687,829.00","2,114,464.00","9,419,965.00","741,182.00","15,381,532.00","8,575,484.00","585,048.00","16,176,567.00","21,254,077.00",
4-May-22,"7,787,017.00","5,924,568.00","9,823,749.00","144,911,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,687,829.00","2,114,464.00","9,378,365.00","741,182.00","15,373,132.00","8,575,484.00","585,048.00","16,176,567.00","21,154,077.00",
3-May-22,"7,781,217.00","5,924,568.00","9,823,749.00","144,911,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,687,829.00","2,114,464.00","9,351,065.00","741,182.00","15,373,132.00","8,575,484.00","596,448.00","16,176,567.00","21,154,077.00",
2-May-22,"7,781,217.00","5,924,568.00","9,823,749.00","144,911,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,679,829.00","2,114,464.00","9,348,465.00","741,182.00","15,364,732.00","8,575,484.00","596,448.00","16,176,567.00","21,154,077.00",
29-Apr-22,"7,769,617.00","5,924,568.00","9,823,749.00","144,911,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,679,829.00","2,193,964.00","9,345,865.00","741,182.00","15,389,932.00","8,575,484.00","596,448.00","16,176,567.00","21,154,077.00",
28-Apr-22,"7,769,617.00","5,924,568.00","9,823,749.00","144,911,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,671,829.00","2,193,964.00","9,318,565.00","741,182.00","15,389,932.00","8,575,484.00","596,448.00","16,176,567.00","21,154,077.00",
27-Apr-22,"7,763,817.00","5,924,568.00","9,823,749.00","144,911,599.00","888,338.00","1,570,725.00","4,294,731.00","1,074,760.00","25,671,829.00","2,193,964.00","9,289,965.00","741,182.00","15,389,932.00","8,571,584.00","596,448.00","16,176,567.00","21,154,077.00",
26-Apr-22,"7,763,817.00","5,924,568.00","9,823,749.00","144,911,599.00","888,338.00","1,570,725.00","4,374,731.00","1,074,760.00","25,663,829.00","2,193,964.00","9,288,665.00","741,182.00","15,389,932.00","8,571,584.00","596,448.00","16,176,567.00","21,154,077.00",
22-Apr-22,"7,763,817.00","5,924,568.00","9,823,749.00","144,911,599.00","888,338.00","1,570,725.00","4,374,731.00","1,074,760.00","25,623,829.00","2,186,464.00","9,286,065.00","741,182.00","15,373,132.00","8,571,584.00","594,548.00","16,176,567.00","21,254,077.00",
21-Apr-22,"7,763,817.00","5,924,568.00","9,823,749.00","144,911,599.00","888,338.00","1,570,725.00","4,374,731.00","1,097,760.00","25,615,829.00","2,168,464.00","9,286,065.00","741,182.00","15,297,532.00","8,566,384.00","594,548.00","16,101,567.00","21,254,077.00",
20-Apr-22,"7,769,617.00","5,924,568.00","9,823,749.00","153,461,599.00","888,338.00","1,530,725.00","4,374,731.00","1,097,760.00","25,607,829.00","2,156,464.00","9,284,765.00","731,182.00","15,272,332.00","8,559,884.00","594,548.00","16,101,567.00","21,254,077.00",
19-Apr-22,"7,769,617.00","5,924,568.00","9,823,749.00","153,461,599.00","928,338.00","1,530,725.00","4,374,731.00","1,097,760.00","25,607,829.00","2,151,964.00","9,282,165.00","731,182.00","15,272,332.00","8,548,184.00","594,548.00","16,101,567.00","21,254,077.00",
14-Apr-22,"7,763,817.00","5,924,568.00","9,823,749.00","153,461,599.00","928,338.00","1,530,725.00","4,374,731.00","1,097,760.00","25,607,829.00","2,147,464.00","9,276,965.00","751,182.00","15,272,332.00","8,545,584.00","594,548.00","16,101,567.00","21,254,077.00",
13-Apr-22,"7,734,817.00","5,924,568.00","9,768,749.00","152,861,599.00","928,338.00","1,530,725.00","4,374,731.00","1,097,760.00","25,599,829.00","2,147,464.00","9,276,965.00","751,182.00","15,255,532.00","8,537,784.00","594,548.00","16,101,567.00","21,254,077.00",
12-Apr-22,"7,734,817.00","5,924,568.00","9,768,749.00","152,861,599.00","928,338.00","1,530,725.00","4,374,731.00","1,097,760.00","25,583,829.00","2,144,464.00","9,274,365.00","751,182.00","15,255,532.00","8,536,484.00","594,548.00","16,101,567.00","21,354,077.00",
11-Apr-22,"7,729,017.00","5,924,568.00","9,768,749.00","152,923,606.00","928,338.00","1,410,725.00","4,374,731.00","1,097,760.00","25,575,829.00","2,139,964.00","9,274,365.00","751,182.00","15,238,732.00","8,533,884.00","594,548.00","16,111,079.00","21,361,060.00",
8-Apr-22,"7,711,617.00","5,814,568.00","9,768,749.00","152,923,606.00","928,338.00","1,410,725.00","4,374,731.00","1,097,760.00","25,575,829.00","2,099,464.00","9,274,365.00","751,182.00","15,230,332.00","8,531,284.00","594,548.00","16,111,079.00","21,361,060.00",
7-Apr-22,"7,711,617.00","5,814,568.00","9,768,749.00","152,923,606.00","928,338.00","1,410,725.00","4,374,731.00","1,097,760.00","25,567,829.00","2,088,964.00","9,273,065.00","751,182.00","15,205,132.00","8,528,684.00","594,548.00","16,111,079.00","21,361,060.00",
6-Apr-22,"7,705,817.00","5,814,568.00","9,768,749.00","150,675,919.00","928,338.00","1,410,725.00","4,374,731.00","1,097,760.00","25,567,829.00","2,085,964.00","9,271,765.00","741,182.00","15,196,732.00","8,528,684.00","594,548.00","16,076,787.00","21,332,768.00",
5-Apr-22,"7,705,817.00","5,814,568.00","9,768,749.00","150,225,919.00","928,338.00","1,410,725.00","4,374,731.00","1,097,760.00","25,559,829.00","2,078,464.00","9,265,265.00","742,234.00","15,188,332.00","8,519,196.00","592,673.00","16,001,787.00","21,332,768.00",
4-Apr-22,"7,700,017.00","5,814,568.00","9,768,749.00","150,000,919.00","928,338.00","1,410,725.00","4,374,731.00","1,097,760.00","25,551,829.00","2,070,964.00","9,265,265.00","742,234.00","15,179,932.00","8,513,996.00","592,673.00","16,001,787.00","21,332,768.00",
1-Apr-22,"7,688,417.00","5,814,568.00","9,768,749.00","150,000,919.00","928,338.00","1,410,725.00","4,374,731.00","1,097,760.00","25,551,829.00","2,069,464.00","9,258,765.00","742,234.00","15,179,932.00","8,506,196.00","592,673.00","15,926,787.00","21,332,768.00",
31-Mar-22,"7,688,417.00","5,814,568.00","9,768,749.00","150,000,919.00","928,338.00","1,410,725.00","4,374,731.00","1,097,760.00","25,535,829.00","2,046,964.00","9,256,165.00","741,082.00","15,179,932.00","8,495,579.00","592,516.00","15,926,787.00","21,332,768.00",
30-Mar-22,"7,688,417.00","5,814,568.00","9,768,749.00","149,700,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,535,829.00","2,046,964.00","9,250,965.00","741,082.00","15,179,932.00","8,485,179.00","592,516.00","15,926,787.00","21,332,768.00",
29-Mar-22,"7,676,817.00","5,814,568.00","9,768,749.00","149,700,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,535,829.00","2,043,964.00","9,248,365.00","741,082.00","15,163,132.00","8,478,679.00","592,516.00","15,926,787.00","21,332,768.00",
28-Mar-22,"7,676,817.00","5,814,568.00","9,768,749.00","149,700,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,527,829.00","2,027,464.00","9,243,165.00","741,082.00","15,154,732.00","8,465,679.00","592,516.00","15,926,787.00","21,432,768.00",
25-Mar-22,"7,665,217.00","5,814,568.00","9,768,749.00","149,700,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,527,829.00","2,024,464.00","9,240,565.00","731,082.00","15,146,332.00","8,465,679.00","592,516.00","15,926,787.00","21,432,768.00",
24-Mar-22,"7,659,417.00","5,814,568.00","9,768,749.00","149,700,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,527,829.00","2,021,464.00","9,239,265.00","731,082.00","15,146,332.00","8,457,879.00","596,316.00","15,926,787.00","21,432,768.00",
23-Mar-22,"7,659,417.00","5,814,568.00","9,713,749.00","149,700,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,591,829.00","1,949,464.00","9,239,265.00","731,082.00","15,146,332.00","8,452,679.00","596,316.00","15,926,787.00","21,432,768.00",
22-Mar-22,"7,659,417.00","5,814,568.00","9,713,749.00","149,700,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,583,829.00","1,940,464.00","9,234,065.00","731,082.00","15,137,932.00","8,448,779.00","596,316.00","15,926,787.00","21,432,768.00",
21-Mar-22,"7,659,417.00","5,814,568.00","9,713,749.00","149,700,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,575,829.00","1,928,464.00","9,232,765.00","731,082.00","15,137,932.00","8,448,779.00","596,316.00","15,926,787.00","21,432,768.00",
18-Mar-22,"7,653,617.00","5,924,568.00","9,658,749.00","149,700,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,575,829.00","1,896,964.00","9,230,165.00","731,082.00","15,129,532.00","8,443,579.00","596,316.00","15,926,787.00","21,432,768.00",
17-Mar-22,"7,653,617.00","5,924,568.00","9,108,749.00","151,125,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,559,829.00","1,895,464.00","9,224,965.00","731,082.00","15,129,532.00","8,440,979.00","619,116.00","15,926,787.00","21,432,768.00",
16-Mar-22,"7,647,817.00","5,924,568.00","9,108,749.00","151,125,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,551,829.00","1,895,464.00","9,224,965.00","731,082.00","15,129,532.00","8,439,679.00","611,516.00","15,851,787.00","21,432,768.00",
15-Mar-22,"7,630,417.00","5,924,568.00","9,108,749.00","151,125,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,551,829.00","1,847,464.00","9,224,965.00","731,082.00","15,129,532.00","8,439,679.00","611,516.00","15,851,787.00","21,432,768.00",
14-Mar-22,"7,607,217.00","5,924,568.00","8,998,749.00","155,325,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,543,829.00","1,842,964.00","9,224,965.00","731,082.00","15,087,532.00","8,439,679.00","611,516.00","15,851,787.00","21,432,768.00",
11-Mar-22,"7,584,017.00","5,924,568.00","8,998,749.00","155,325,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,543,829.00","1,841,464.00","9,224,965.00","731,082.00","15,087,532.00","8,439,679.00","611,516.00","15,851,787.00","21,432,768.00",
10-Mar-22,"7,578,217.00","5,924,568.00","8,888,749.00","160,200,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,527,829.00","1,752,964.00","9,224,965.00","731,082.00","15,213,532.00","8,439,679.00","611,516.00","15,776,787.00","21,432,768.00",
9-Mar-22,"7,566,617.00","5,924,568.00","8,888,749.00","160,200,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,519,829.00","1,752,964.00","9,223,665.00","731,082.00","15,213,532.00","8,438,379.00","611,516.00","15,776,787.00","21,432,768.00",
8-Mar-22,"7,566,617.00","5,924,568.00","8,888,749.00","159,000,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,519,829.00","1,751,464.00","9,223,665.00","731,082.00","15,247,132.00","8,438,379.00","611,516.00","15,776,787.00","21,432,768.00",
7-Mar-22,"7,566,617.00","5,924,568.00","8,888,749.00","159,000,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,519,829.00","1,748,464.00","9,227,565.00","731,082.00","15,247,132.00","8,430,579.00","611,516.00","15,776,787.00","21,432,768.00",
4-Mar-22,"7,566,617.00","5,924,568.00","8,888,749.00","156,600,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,519,829.00","1,743,964.00","9,227,565.00","741,082.00","15,238,732.00","8,425,379.00","611,516.00","15,776,787.00","21,432,768.00",
3-Mar-22,"7,566,617.00","5,924,568.00","8,888,749.00","156,600,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,519,829.00","1,743,964.00","9,224,965.00","741,082.00","15,213,532.00","8,420,179.00","611,516.00","15,776,787.00","21,432,768.00",
2-Mar-22,"7,566,617.00","5,924,568.00","8,888,749.00","156,450,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,535,829.00","1,743,964.00","9,222,365.00","741,082.00","15,205,132.00","8,417,579.00","611,516.00","15,776,787.00","21,432,768.00",
1-Mar-22,"7,566,617.00","5,924,568.00","8,888,749.00","154,425,919.00","928,338.00","1,410,725.00","4,374,731.00","1,074,760.00","25,535,829.00","1,743,964.00","9,221,065.00","741,082.00","14,709,532.00","8,413,679.00","611,516.00","15,776,787.00","21,432,768.00",
28-Feb-22,"7,555,017.00","5,924,568.00","8,833,749.00","154,200,919.00","928,338.00","1,370,725.00","4,374,731.00","1,074,760.00","25,511,829.00","1,736,464.00","9,219,765.00","741,082.00","14,701,132.00","8,413,679.00","611,516.00","15,776,787.00","21,432,768.00",
25-Feb-22,"7,555,017.00","5,869,568.00","8,778,749.00","154,200,919.00","928,338.00","1,370,725.00","4,374,731.00","1,074,760.00","25,511,829.00","1,736,464.00","9,221,065.00","741,082.00","14,675,932.00","8,421,479.00","615,316.00","15,776,787.00","21,432,768.00",
24-Feb-22,"7,555,017.00","5,869,568.00","8,778,749.00","154,200,919.00","928,338.00","1,370,725.00","4,374,731.00","1,074,760.00","25,455,829.00","1,736,464.00","9,221,065.00","731,082.00","14,667,532.00","8,416,279.00","619,116.00","15,776,787.00","21,432,768.00",
23-Feb-22,"7,555,017.00","5,869,568.00","8,778,749.00","154,200,919.00","928,338.00","1,370,725.00","4,374,731.00","1,074,760.00","25,455,829.00","1,736,464.00","9,221,065.00","731,082.00","14,667,532.00","8,411,079.00","619,116.00","15,776,787.00","21,432,768.00",
22-Feb-22,"7,555,017.00","5,814,568.00","8,778,749.00","154,725,919.00","928,338.00","1,370,725.00","4,374,731.00","1,074,760.00","25,455,829.00","1,734,964.00","9,221,065.00","731,082.00","14,667,532.00","8,404,579.00","619,116.00","15,776,787.00","21,432,768.00",
