Date,Index Level,Close,"Cash Distribution (Cents-Per-Unit, AUD)",Volume
13-Aug-2020,258.38,99.65,--,"5,782,173.00"
12-Aug-2020,258.40,100.99,--,"5,782,173.00"
11-Aug-2020,258.03,99.29,--,"5,782,173.00"
10-Aug-2020,255.92,99.21,--,"5,782,173.00"
07-Aug-2020,256.60,98.79,--,"5,782,173.00"
06-Aug-2020,258.90,100.32,--,"5,782,173.00"
05-Aug-2020,257.31,99.84,--,"5,782,173.00"
04-Aug-2020,257.51,100.04,--,"5,782,173.00"
03-Aug-2020,253.83,98.58,--,"5,782,173.00"
31-Jul-2020,252.10,96.95,--,"5,782,173.00"
30-Jul-2020,255.16,98.58,--,"5,782,173.00"
29-Jul-2020,254.37,99.40,--,"5,764,773.00"
28-Jul-2020,254.98,97.35,--,"5,764,773.00"
27-Jul-2020,250.26,98.54,--,"5,758,973.00"
24-Jul-2020,248.86,97.30,--,"5,747,373.00"
23-Jul-2020,252.88,96.53,--,"5,747,373.00"
22-Jul-2020,250.43,97.00,--,"5,747,373.00"
21-Jul-2020,256.28,98.52,--,"5,758,973.00"
20-Jul-2020,251.27,98.36,--,"5,758,973.00"
17-Jul-2020,252.50,98.11,--,"5,753,173.00"
16-Jul-2020,249.34,97.29,--,"5,735,773.00"
15-Jul-2020,255.06,98.87,--,"5,735,773.00"
14-Jul-2020,254.70,99.17,--,"5,729,973.00"
13-Jul-2020,256.45,98.42,--,"5,729,973.00"
10-Jul-2020,256.74,99.58,--,"5,729,973.00"
09-Jul-2020,260.48,100.46,--,"5,729,973.00"
08-Jul-2020,257.69,100.69,--,"5,724,173.00"
07-Jul-2020,253.57,98.06,--,"5,712,573.00"
06-Jul-2020,255.63,100.18,--,"5,724,173.00"
03-Jul-2020,251.75,96.63,--,"5,724,784.00"
02-Jul-2020,249.29,97.03,--,"5,736,384.00"
01-Jul-2020,242.79,94.64,36.10,"5,736,384.00"
30-Jun-2020,243.65,94.56,--,"5,734,669.00"
29-Jun-2020,242.86,95.00,--,"5,734,669.00"
26-Jun-2020,245.47,94.82,--,"5,723,069.00"
25-Jun-2020,245.56,95.09,--,"5,723,069.00"
24-Jun-2020,245.92,94.43,--,"5,723,069.00"
23-Jun-2020,242.14,94.37,--,"5,723,069.00"
22-Jun-2020,240.29,94.21,--,"5,723,069.00"
19-Jun-2020,241.41,92.99,--,"5,723,069.00"
18-Jun-2020,239.96,93.48,--,"5,723,069.00"
17-Jun-2020,237.41,92.47,--,"5,723,069.00"
16-Jun-2020,239.65,92.75,--,"5,723,069.00"
15-Jun-2020,231.56,91.64,--,"5,717,269.00"
12-Jun-2020,239.13,93.04,--,"5,740,469.00"
11-Jun-2020,240.14,91.13,--,"5,734,669.00"
10-Jun-2020,240.76,93.89,--,"5,728,869.00"
09-Jun-2020,238.86,93.07,--,"5,717,269.00"
05-Jun-2020,236.10,92.40,--,"5,717,269.00"
04-Jun-2020,233.16,90.08,--,"5,711,469.00"
03-Jun-2020,233.26,91.88,--,"5,688,269.00"
02-Jun-2020,228.33,89.87,--,"5,676,669.00"
01-Jun-2020,229.99,89.52,--,"5,670,869.00"
29-May-2020,228.24,89.47,--,"5,665,069.00"
28-May-2020,227.67,87.83,--,"5,653,469.00"
27-May-2020,231.58,89.45,--,"5,630,269.00"
26-May-2020,229.95,88.59,--,"5,624,469.00"
25-May-2020,229.24,88.16,--,"5,612,869.00"
22-May-2020,228.80,88.43,--,"5,612,869.00"
21-May-2020,236.41,90.41,--,"5,601,269.00"
20-May-2020,235.89,91.94,--,"5,601,269.00"
19-May-2020,235.75,91.11,--,"5,601,269.00"
18-May-2020,233.24,92.66,--,"5,601,269.00"
15-May-2020,235.50,90.27,--,"5,601,269.00"
14-May-2020,235.71,92.26,--,"5,595,469.00"
13-May-2020,236.46,91.29,--,"5,595,469.00"
12-May-2020,234.07,90.35,--,"5,595,469.00"
11-May-2020,238.14,91.80,--,"5,595,469.00"
08-May-2020,233.49,91.07,--,"5,589,669.00"
07-May-2020,233.74,91.38,--,"5,589,669.00"
06-May-2020,235.70,90.84,--,"5,589,669.00"
05-May-2020,232.63,90.62,--,"5,589,669.00"
04-May-2020,232.11,90.90,--,"5,589,669.00"
01-May-2020,--,89.15,--,"5,589,669.00"
30-Apr-2020,236.36,90.79,--,"5,589,669.00"
29-Apr-2020,235.24,92.84,--,"5,589,669.00"
28-Apr-2020,235.20,91.68,--,"5,630,269.00"
27-Apr-2020,234.16,91.84,--,"5,630,269.00"
24-Apr-2020,232.75,91.73,--,"5,630,269.00"
23-Apr-2020,--,91.07,--,"5,630,269.00"
22-Apr-2020,236.38,92.50,--,"5,630,269.00"
21-Apr-2020,235.52,90.42,--,"5,630,269.00"
20-Apr-2020,237.33,91.58,--,"5,630,269.00"
17-Apr-2020,240.11,93.53,--,"5,630,269.00"
16-Apr-2020,235.70,92.35,--,"5,630,269.00"
15-Apr-2020,235.56,90.84,--,"5,612,869.00"
14-Apr-2020,233.24,91.66,--,"5,607,069.00"
09-Apr-2020,--,91.13,--,"5,601,269.00"
08-Apr-2020,236.81,93.42,--,"5,601,269.00"
07-Apr-2020,239.92,93.52,--,"5,601,269.00"
06-Apr-2020,238.74,94.62,--,"5,601,269.00"
03-Apr-2020,235.91,91.31,--,"5,601,269.00"
02-Apr-2020,--,91.84,--,"5,601,269.00"
01-Apr-2020,229.65,87.37,--,"5,601,269.00"
31-Mar-2020,235.15,91.00,--,"5,601,269.00"
30-Mar-2020,229.38,90.41,--,"5,601,269.00"
27-Mar-2020,234.31,88.90,--,"5,618,669.00"
26-Mar-2020,235.23,95.55,--,"5,618,669.00"
25-Mar-2020,239.97,94.26,--,"5,653,469.00"
24-Mar-2020,230.68,92.41,--,"5,653,469.00"
23-Mar-2020,223.69,89.08,--,"5,688,269.00"
20-Mar-2020,231.94,87.40,--,"5,699,869.00"
19-Mar-2020,216.16,85.00,--,"5,711,469.00"
18-Mar-2020,227.40,86.29,--,"5,734,669.00"
17-Mar-2020,231.21,90.22,--,"5,746,269.00"
16-Mar-2020,227.51,83.93,--,"5,781,069.00"
13-Mar-2020,236.72,92.76,--,"5,856,469.00"
12-Mar-2020,235.16,85.02,--,"5,868,069.00"
11-Mar-2020,236.05,90.30,--,"5,868,069.00"
10-Mar-2020,240.90,94.58,--,"5,908,669.00"
09-Mar-2020,231.04,88.81,--,"5,914,469.00"
06-Mar-2020,243.17,93.41,--,"5,914,469.00"
05-Mar-2020,250.24,95.10,--,"5,926,069.00"
04-Mar-2020,245.13,95.77,--,"5,937,669.00"
03-Mar-2020,243.15,94.27,--,"5,937,669.00"
02-Mar-2020,245.37,96.03,--,"6,059,469.00"
28-Feb-2020,245.70,95.98,--,"6,065,269.00"
27-Feb-2020,246.37,94.22,--,"6,065,269.00"
26-Feb-2020,247.24,95.97,--,"6,071,069.00"
25-Feb-2020,248.32,94.24,--,"6,071,069.00"
24-Feb-2020,244.93,94.18,--,"6,065,269.00"
21-Feb-2020,251.23,97.35,--,"6,065,269.00"
20-Feb-2020,254.94,97.90,--,"6,065,269.00"
19-Feb-2020,254.52,99.13,--,"6,065,269.00"
18-Feb-2020,252.18,98.02,--,"6,071,069.00"
17-Feb-2020,256.35,99.19,--,"6,071,069.00"
14-Feb-2020,255.98,99.14,--,"6,071,069.00"
13-Feb-2020,254.59,98.95,--,"6,071,069.00"
12-Feb-2020,254.09,99.58,--,"6,076,869.00"
11-Feb-2020,252.56,98.52,--,"6,076,869.00"
10-Feb-2020,251.01,97.66,--,"6,076,869.00"
07-Feb-2020,252.69,96.84,--,"6,076,869.00"
06-Feb-2020,252.77,97.55,--,"6,076,869.00"
05-Feb-2020,246.31,96.76,--,"6,076,869.00"
04-Feb-2020,246.12,96.70,--,"6,071,069.00"
03-Feb-2020,242.04,94.21,--,"6,071,069.00"
31-Jan-2020,241.94,92.82,--,"6,071,069.00"
30-Jan-2020,242.83,95.26,--,"6,082,669.00"
29-Jan-2020,249.90,96.52,--,"6,082,669.00"
28-Jan-2020,252.57,95.79,--,"6,082,669.00"
24-Jan-2020,252.29,97.45,--,"6,076,869.00"
23-Jan-2020,251.30,98.04,--,"6,071,069.00"
22-Jan-2020,255.07,98.96,--,"6,071,069.00"
21-Jan-2020,251.28,97.55,--,"6,047,869.00"
20-Jan-2020,256.64,100.59,--,"6,042,069.00"
17-Jan-2020,256.60,100.41,--,"6,042,069.00"
16-Jan-2020,254.69,99.74,--,"6,030,469.00"
15-Jan-2020,253.56,98.75,--,"6,013,069.00"
14-Jan-2020,255.41,99.87,--,"5,984,069.00"
13-Jan-2020,255.32,100.19,--,"5,984,069.00"
10-Jan-2020,252.17,98.50,--,"5,984,069.00"
09-Jan-2020,252.26,98.33,--,"5,984,069.00"
08-Jan-2020,246.80,97.46,--,"5,984,069.00"
07-Jan-2020,247.77,96.86,--,"5,984,069.00"
06-Jan-2020,244.14,95.42,--,"5,984,069.00"
03-Jan-2020,245.28,95.14,--,"5,984,069.00"
02-Jan-2020,243.83,96.31,--,"5,978,269.00"
31-Dec-2019,240.87,93.68,--,"5,978,269.00"
30-Dec-2019,243.18,93.98,--,"5,980,251.00"
27-Dec-2019,244.00,94.94,--,"5,980,251.00"
24-Dec-2019,241.81,93.90,129.70,"5,980,251.00"
23-Dec-2019,242.90,95.84,--,"5,974,513.00"
20-Dec-2019,242.98,96.17,--,"5,974,513.00"
19-Dec-2019,243.95,96.35,--,"5,974,513.00"
18-Dec-2019,245.87,97.18,--,"5,974,513.00"
17-Dec-2019,245.60,97.02,--,"5,974,513.00"
16-Dec-2019,239.13,94.95,--,"5,962,913.00"
13-Dec-2019,240.72,94.63,--,"5,962,913.00"
12-Dec-2019,233.26,93.89,--,"5,974,513.00"
11-Dec-2019,230.11,91.92,--,"5,974,513.00"
10-Dec-2019,229.65,91.15,--,"5,968,713.00"
09-Dec-2019,229.38,90.73,--,"5,962,913.00"
06-Dec-2019,228.44,91.15,--,"5,968,713.00"
05-Dec-2019,226.33,90.24,--,"5,945,513.00"
04-Dec-2019,224.20,89.42,--,"5,945,513.00"
03-Dec-2019,226.88,89.23,--,"5,933,913.00"
02-Dec-2019,228.70,90.09,--,"5,933,913.00"
29-Nov-2019,229.62,90.97,--,"5,933,913.00"
28-Nov-2019,233.83,93.05,--,"5,933,913.00"
27-Nov-2019,233.94,92.83,--,"5,928,113.00"
26-Nov-2019,232.63,92.65,--,"5,928,113.00"
25-Nov-2019,233.61,92.99,--,"5,922,313.00"
22-Nov-2019,231.04,91.41,--,"5,904,913.00"
21-Nov-2019,229.09,91.02,--,"5,904,913.00"
20-Nov-2019,232.77,91.57,--,"5,904,913.00"
19-Nov-2019,234.09,92.20,--,"5,899,113.00"
18-Nov-2019,232.90,91.90,--,"5,899,113.00"
15-Nov-2019,230.27,91.26,--,"5,887,513.00"
14-Nov-2019,229.96,91.23,--,"5,887,513.00"
13-Nov-2019,229.25,90.47,--,"5,887,513.00"
12-Nov-2019,231.95,91.27,--,"5,887,513.00"
11-Nov-2019,228.90,91.40,--,"5,887,513.00"
08-Nov-2019,233.25,92.19,--,"5,881,713.00"
07-Nov-2019,234.47,92.91,--,"5,881,713.00"
06-Nov-2019,233.99,92.33,--,"5,881,713.00"
05-Nov-2019,233.26,92.21,--,"5,881,713.00"
04-Nov-2019,231.28,91.65,--,"5,881,713.00"
01-Nov-2019,226.30,90.07,--,"5,870,113.00"
31-Oct-2019,225.31,88.73,--,"5,870,113.00"
30-Oct-2019,224.23,89.30,--,"5,864,313.00"
29-Oct-2019,225.50,89.02,--,"5,864,313.00"
28-Oct-2019,226.40,90.24,--,"5,864,313.00"
25-Oct-2019,224.52,89.39,--,"5,864,313.00"
24-Oct-2019,225.39,89.30,--,"5,858,513.00"
23-Oct-2019,223.65,88.67,--,"5,858,513.00"
22-Oct-2019,224.73,88.83,--,"5,858,513.00"
21-Oct-2019,223.12,88.79,--,"5,858,513.00"
18-Oct-2019,222.93,87.92,--,"5,858,513.00"
17-Oct-2019,224.99,89.19,--,"5,858,513.00"
16-Oct-2019,226.98,89.90,--,"5,858,513.00"
15-Oct-2019,225.00,89.54,--,"5,858,513.00"
14-Oct-2019,224.70,88.63,--,"5,858,513.00"
11-Oct-2019,220.93,88.34,--,"5,858,513.00"
10-Oct-2019,218.77,87.56,--,"5,858,513.00"
09-Oct-2019,219.85,86.92,--,"5,858,513.00"
08-Oct-2019,221.50,86.66,--,"5,858,513.00"
07-Oct-2019,218.82,86.47,--,"5,858,513.00"
04-Oct-2019,218.16,86.79,--,"5,858,513.00"
03-Oct-2019,219.17,86.95,--,"5,858,513.00"
02-Oct-2019,220.65,86.52,--,"5,858,513.00"
01-Oct-2019,222.97,87.25,--,"5,846,913.00"
30-Sep-2019,220.58,86.89,--,"5,846,913.00"
27-Sep-2019,218.55,85.50,--,"5,846,913.00"
26-Sep-2019,220.30,86.77,--,"5,846,913.00"
25-Sep-2019,219.64,86.93,--,"5,846,913.00"
24-Sep-2019,220.80,86.75,--,"5,846,913.00"
23-Sep-2019,221.01,87.33,--,"5,846,913.00"
20-Sep-2019,222.27,87.07,--,"5,846,913.00"
19-Sep-2019,220.95,87.34,--,"5,846,913.00"
18-Sep-2019,220.65,86.97,--,"5,846,913.00"
17-Sep-2019,219.51,87.13,--,"5,846,913.00"
16-Sep-2019,221.52,87.16,--,"5,846,913.00"
13-Sep-2019,221.13,88.09,--,"5,846,913.00"
12-Sep-2019,220.27,87.39,--,"5,846,913.00"
11-Sep-2019,220.34,87.12,--,"5,846,913.00"
10-Sep-2019,217.43,86.41,--,"5,846,913.00"
09-Sep-2019,217.57,86.06,--,"5,846,913.00"
06-Sep-2019,217.19,85.86,--,"5,846,913.00"
05-Sep-2019,216.87,85.85,--,"5,852,713.00"
04-Sep-2019,215.44,85.39,--,"5,852,713.00"
03-Sep-2019,210.34,83.35,--,"5,858,513.00"
02-Sep-2019,212.69,84.29,--,"5,858,513.00"
30-Aug-2019,212.72,84.16,--,"5,858,513.00"
29-Aug-2019,210.55,83.91,--,"5,858,513.00"
28-Aug-2019,210.16,83.36,--,"5,858,513.00"
27-Aug-2019,209.54,82.89,--,"5,858,513.00"
26-Aug-2019,208.35,82.57,--,"5,864,313.00"
23-Aug-2019,212.35,82.08,--,"5,864,313.00"
22-Aug-2019,211.82,83.43,--,"5,870,113.00"
21-Aug-2019,212.64,84.27,--,"5,875,913.00"
20-Aug-2019,212.69,83.77,--,"5,875,913.00"
19-Aug-2019,212.36,83.88,--,"5,881,713.00"
16-Aug-2019,209.42,82.88,--,"5,893,313.00"
15-Aug-2019,208.22,81.63,--,"5,899,113.00"
14-Aug-2019,208.77,81.01,--,"5,893,313.00"
13-Aug-2019,205.66,82.78,--,"5,899,113.00"
12-Aug-2019,210.52,82.23,--,"5,904,913.00"
09-Aug-2019,209.60,83.02,--,"5,904,913.00"
08-Aug-2019,210.08,84.04,--,"5,899,113.00"
07-Aug-2019,210.09,83.82,--,"5,899,113.00"
06-Aug-2019,209.45,82.91,--,"5,904,913.00"
05-Aug-2019,210.72,81.74,--,"5,910,713.00"
02-Aug-2019,216.88,85.27,--,"5,910,713.00"
01-Aug-2019,220.34,85.45,--,"5,910,713.00"
31-Jul-2019,220.22,86.63,--,"5,899,113.00"
30-Jul-2019,223.86,88.29,--,"5,899,113.00"
29-Jul-2019,222.60,88.35,--,"5,899,113.00"
26-Jul-2019,224.19,88.75,--,"5,893,313.00"
25-Jul-2019,224.02,88.02,--,"5,893,313.00"
24-Jul-2019,222.26,88.36,--,"5,893,313.00"
23-Jul-2019,221.64,88.12,--,"5,893,313.00"
22-Jul-2019,219.95,87.14,--,"5,893,313.00"
19-Jul-2019,221.33,87.37,--,"5,893,313.00"
18-Jul-2019,218.27,87.17,--,"5,893,313.00"
17-Jul-2019,220.04,86.91,--,"5,893,313.00"
16-Jul-2019,220.44,86.87,--,"5,904,913.00"
15-Jul-2019,219.57,87.16,--,"5,904,913.00"
12-Jul-2019,219.31,87.16,--,"5,899,113.00"
11-Jul-2019,220.30,87.09,--,"5,899,113.00"
10-Jul-2019,218.88,87.28,--,"5,899,113.00"
09-Jul-2019,218.35,87.01,--,"5,899,113.00"
08-Jul-2019,217.78,86.36,--,"5,899,113.00"
05-Jul-2019,221.58,87.42,--,"5,899,113.00"
04-Jul-2019,220.76,87.75,--,"5,893,313.00"
03-Jul-2019,219.64,87.59,--,"5,888,602.00"
02-Jul-2019,222.78,88.49,--,"5,888,602.00"
01-Jul-2019,222.38,89.14,54.95,"5,877,002.00"
28-Jun-2019,219.73,87.90,--,"5,874,547.00"
27-Jun-2019,220.04,88.08,--,"5,874,547.00"
26-Jun-2019,217.56,87.34,--,"5,845,547.00"
25-Jun-2019,217.96,86.69,--,"5,839,747.00"
24-Jun-2019,220.22,87.85,--,"5,839,747.00"
21-Jun-2019,221.01,88.36,--,"5,816,547.00"
20-Jun-2019,220.71,88.48,--,"5,816,547.00"
19-Jun-2019,219.21,87.90,--,"5,816,547.00"
18-Jun-2019,213.08,86.82,--,"5,816,547.00"
17-Jun-2019,211.30,84.52,--,"5,816,547.00"
14-Jun-2019,210.48,83.59,--,"5,822,347.00"
13-Jun-2019,210.57,84.22,--,"5,822,347.00"
12-Jun-2019,210.96,83.67,--,"5,828,147.00"
11-Jun-2019,212.74,84.96,--,"5,833,947.00"
07-Jun-2019,205.05,82.71,--,"5,833,947.00"
06-Jun-2019,205.87,82.32,--,"5,833,947.00"
05-Jun-2019,205.72,82.16,--,"5,822,347.00"
04-Jun-2019,204.42,82.67,--,"5,822,347.00"
03-Jun-2019,206.94,83.10,--,"5,822,347.00"
31-May-2019,205.58,82.30,--,"5,822,347.00"
30-May-2019,206.60,82.74,--,"5,822,347.00"
29-May-2019,205.57,82.74,--,"5,816,547.00"
28-May-2019,206.95,82.43,--,"5,804,947.00"
27-May-2019,207.08,82.54,--,"5,799,147.00"
24-May-2019,207.37,82.54,--,"5,787,547.00"
23-May-2019,208.03,83.27,--,"5,781,747.00"
22-May-2019,211.23,84.59,--,"5,775,947.00"
21-May-2019,210.68,84.70,--,"5,775,947.00"
20-May-2019,209.79,83.35,--,"5,764,347.00"
17-May-2019,211.58,84.52,--,"5,764,347.00"
16-May-2019,213.36,85.83,--,"5,764,347.00"
15-May-2019,214.30,85.81,--,"5,764,347.00"
14-May-2019,213.08,85.23,--,"5,770,147.00"
13-May-2019,215.42,83.95,--,"5,770,147.00"
10-May-2019,216.17,86.82,--,"5,770,147.00"
09-May-2019,215.22,86.28,--,"5,775,947.00"
08-May-2019,219.98,87.67,--,"5,775,947.00"
07-May-2019,221.87,87.69,--,"5,775,947.00"
06-May-2019,221.32,89.35,--,"5,770,147.00"
03-May-2019,225.50,91.09,--,"5,764,347.00"
02-May-2019,226.00,90.33,--,"5,764,347.00"
01-May-2019,223.44,89.38,--,"5,764,347.00"
30-Apr-2019,223.44,89.67,--,"5,764,347.00"
29-Apr-2019,224.71,90.17,--,"5,764,347.00"
26-Apr-2019,222.10,89.49,--,"5,764,347.00"
24-Apr-2019,224.57,89.58,--,"5,758,547.00"
23-Apr-2019,224.10,90.07,--,"5,758,547.00"
18-Apr-2019,221.97,89.65,--,"5,746,947.00"
17-Apr-2019,222.79,89.51,--,"5,741,147.00"
16-Apr-2019,222.73,89.44,--,"5,741,147.00"
15-Apr-2019,220.66,88.29,--,"5,735,347.00"
12-Apr-2019,220.35,88.88,--,"5,735,347.00"
11-Apr-2019,220.91,88.54,--,"5,723,747.00"
10-Apr-2019,222.21,89.33,--,"5,717,947.00"
09-Apr-2019,221.96,88.91,--,"5,717,947.00"
08-Apr-2019,221.57,89.17,--,"5,717,947.00"
05-Apr-2019,221.50,89.94,--,"5,712,147.00"
04-Apr-2019,221.08,89.11,--,"5,700,547.00"
03-Apr-2019,221.25,88.78,--,"5,700,547.00"
02-Apr-2019,219.66,88.33,--,"5,694,747.00"
01-Apr-2019,217.01,87.39,--,"5,706,347.00"
29-Mar-2019,214.43,86.09,--,"5,700,547.00"
28-Mar-2019,213.19,85.72,--,"5,688,947.00"
27-Mar-2019,213.91,85.46,--,"5,683,147.00"
26-Mar-2019,211.27,84.88,--,"5,659,947.00"
25-Mar-2019,211.91,85.15,--,"5,659,947.00"
22-Mar-2019,217.47,85.53,--,"5,659,947.00"
21-Mar-2019,216.17,87.21,--,"5,659,947.00"
20-Mar-2019,216.34,86.90,--,"5,648,347.00"
19-Mar-2019,216.52,86.74,--,"5,648,347.00"
18-Mar-2019,216.31,86.87,--,"5,642,547.00"
15-Mar-2019,214.45,86.39,--,"5,642,547.00"
14-Mar-2019,213.97,85.69,--,"5,642,547.00"
13-Mar-2019,213.39,85.67,--,"5,642,547.00"
12-Mar-2019,214.56,86.01,--,"5,642,547.00"
11-Mar-2019,211.78,85.62,--,"5,671,547.00"
08-Mar-2019,210.74,84.31,--,"5,665,747.00"
07-Mar-2019,215.21,85.34,--,"5,665,747.00"
06-Mar-2019,216.66,86.52,--,"5,665,747.00"
05-Mar-2019,215.39,86.82,--,"5,648,347.00"
04-Mar-2019,215.10,85.83,--,"5,642,547.00"
01-Mar-2019,214.30,85.70,--,"5,636,747.00"
28-Feb-2019,213.06,85.15,--,"5,630,947.00"
27-Feb-2019,214.44,85.85,--,"5,630,947.00"
26-Feb-2019,213.64,86.02,--,"5,630,947.00"
25-Feb-2019,214.73,86.53,--,"5,619,347.00"
22-Feb-2019,214.36,86.21,--,"5,619,347.00"
21-Feb-2019,214.90,85.73,--,"5,630,947.00"
20-Feb-2019,211.62,85.08,--,"5,625,147.00"
19-Feb-2019,209.27,84.74,--,"5,607,747.00"
18-Feb-2019,210.17,83.95,--,"5,607,747.00"
15-Feb-2019,208.08,84.14,--,"5,607,747.00"
14-Feb-2019,212.81,84.94,--,"5,607,747.00"
13-Feb-2019,212.20,84.71,--,"5,607,747.00"
12-Feb-2019,211.48,84.99,--,"5,607,747.00"
11-Feb-2019,211.29,84.61,--,"5,607,747.00"
08-Feb-2019,209.07,84.18,--,"5,607,747.00"
07-Feb-2019,209.95,84.30,--,"5,601,947.00"
06-Feb-2019,207.09,85.07,--,"5,601,947.00"
05-Feb-2019,207.09,84.75,--,"5,596,147.00"
04-Feb-2019,207.09,83.75,--,"5,584,547.00"
01-Feb-2019,205.75,82.90,--,"5,584,547.00"
31-Jan-2019,204.80,83.18,--,"5,567,147.00"
30-Jan-2019,206.46,83.91,--,"5,561,347.00"
29-Jan-2019,206.34,82.74,--,"5,561,347.00"
25-Jan-2019,205.70,83.35,--,"5,561,347.00"
24-Jan-2019,202.93,82.13,--,"5,561,347.00"
23-Jan-2019,200.79,80.68,--,"5,567,147.00"
22-Jan-2019,201.10,80.24,--,"5,567,147.00"
21-Jan-2019,202.06,81.60,--,"5,561,347.00"
18-Jan-2019,200.62,81.27,--,"5,555,547.00"
17-Jan-2019,199.41,80.84,--,"5,549,747.00"
16-Jan-2019,198.86,80.03,--,"5,549,747.00"
15-Jan-2019,197.76,78.89,--,"5,543,947.00"
14-Jan-2019,193.68,78.01,--,"5,538,147.00"
11-Jan-2019,196.90,79.15,--,"5,538,147.00"
10-Jan-2019,195.66,79.58,--,"5,532,347.00"
09-Jan-2019,195.81,79.14,--,"5,532,347.00"
08-Jan-2019,191.74,77.59,--,"5,526,547.00"
07-Jan-2019,192.55,77.74,--,"5,526,212.00"
04-Jan-2019,190.01,77.61,123.92,"5,491,412.00"
03-Jan-2019,190.88,77.34,--,"5,483,177.00"
02-Jan-2019,192.83,79.60,--,"5,477,377.00"
31-Dec-2018,196.41,79.83,--,"5,494,777.00"
28-Dec-2018,195.02,79.96,--,"5,494,777.00"
27-Dec-2018,194.11,79.78,--,"5,494,777.00"
24-Dec-2018,193.74,77.83,--,"5,494,777.00"
21-Dec-2018,194.08,78.31,--,"5,512,177.00"
20-Dec-2018,191.81,78.18,--,"5,512,177.00"
19-Dec-2018,192.22,76.88,--,"5,523,777.00"
18-Dec-2018,191.13,78.21,--,"5,523,777.00"
17-Dec-2018,192.73,77.80,--,"5,523,777.00"
14-Dec-2018,192.52,78.51,--,"5,523,777.00"
13-Dec-2018,194.81,79.09,--,"5,523,777.00"
12-Dec-2018,193.37,79.26,--,"5,523,777.00"
11-Dec-2018,191.00,78.38,--,"5,523,777.00"
10-Dec-2018,191.42,78.31,--,"5,523,777.00"
07-Dec-2018,193.41,78.06,--,"5,523,777.00"
06-Dec-2018,192.77,79.29,--,"5,541,177.00"
05-Dec-2018,196.45,80.03,--,"5,541,177.00"
04-Dec-2018,197.83,79.08,--,"5,541,177.00"
03-Dec-2018,197.76,80.91,--,"5,541,177.00"
30-Nov-2018,193.14,79.25,--,"5,541,177.00"
29-Nov-2018,193.85,79.29,--,"5,541,177.00"
28-Nov-2018,196.36,81.61,--,"5,541,177.00"
27-Nov-2018,194.02,79.41,--,"5,552,777.00"
26-Nov-2018,193.11,79.23,--,"5,552,777.00"
23-Nov-2018,190.04,77.28,--,"5,552,777.00"
22-Nov-2018,189.84,77.46,--,"5,552,777.00"
21-Nov-2018,188.86,77.30,--,"5,552,777.00"
20-Nov-2018,188.76,76.06,--,"5,552,777.00"
19-Nov-2018,191.41,77.15,--,"5,552,777.00"
16-Nov-2018,190.97,78.63,--,"5,552,777.00"
15-Nov-2018,192.36,79.40,--,"5,552,777.00"
14-Nov-2018,190.23,78.05,--,"5,552,777.00"
13-Nov-2018,191.71,78.05,--,"5,552,777.00"
12-Nov-2018,192.05,76.92,--,"5,552,777.00"
09-Nov-2018,191.35,77.28,--,"5,552,777.00"
08-Nov-2018,194.50,78.40,--,"5,564,377.00"
07-Nov-2018,193.54,80.40,--,"5,564,377.00"
06-Nov-2018,194.75,79.56,--,"5,564,377.00"
05-Nov-2018,194.83,79.80,--,"5,564,377.00"
02-Nov-2018,198.60,80.21,--,"5,564,377.00"
01-Nov-2018,190.25,79.31,--,"5,570,177.00"
31-Oct-2018,190.60,77.67,--,"5,570,177.00"
30-Oct-2018,186.31,76.57,--,"5,587,577.00"
29-Oct-2018,187.69,75.82,--,"5,587,577.00"
26-Oct-2018,187.49,76.65,--,"5,575,977.00"
25-Oct-2018,189.57,77.86,--,"5,575,977.00"
24-Oct-2018,193.52,76.94,--,"5,575,977.00"
23-Oct-2018,194.61,79.88,--,"5,575,977.00"
22-Oct-2018,199.67,81.03,--,"5,575,977.00"
19-Oct-2018,195.57,79.64,--,"5,564,377.00"
18-Oct-2018,194.51,78.31,--,"5,564,377.00"
17-Oct-2018,196.19,80.41,--,"5,564,377.00"
16-Oct-2018,195.06,81.09,--,"5,558,577.00"
15-Oct-2018,194.36,79.64,--,"5,558,577.00"
12-Oct-2018,197.93,80.90,--,"5,558,577.00"
11-Oct-2018,192.11,78.65,--,"5,599,177.00"
10-Oct-2018,201.83,80.01,--,"5,604,977.00"
09-Oct-2018,202.92,82.76,--,"5,604,977.00"
08-Oct-2018,203.52,83.37,--,"5,604,977.00"
05-Oct-2018,205.92,83.75,--,"5,593,377.00"
04-Oct-2018,206.37,83.73,--,"5,593,377.00"
03-Oct-2018,209.01,84.92,--,"5,581,777.00"
02-Oct-2018,207.90,85.20,--,"5,581,777.00"
01-Oct-2018,212.33,86.89,--,"5,581,777.00"
28-Sep-2018,211.94,86.42,--,"5,581,777.00"
27-Sep-2018,212.99,87.21,--,"5,581,777.00"
26-Sep-2018,211.77,86.34,--,"5,581,777.00"
25-Sep-2018,210.85,86.47,--,"5,581,777.00"
24-Sep-2018,210.34,85.83,--,"5,581,777.00"
21-Sep-2018,211.42,86.20,--,"5,581,777.00"
20-Sep-2018,207.96,85.85,--,"5,564,377.00"
19-Sep-2018,207.10,85.23,--,"5,552,777.00"
18-Sep-2018,206.31,84.89,--,"5,552,777.00"
17-Sep-2018,206.66,84.26,--,"5,552,777.00"
