time,Core_MSCI_World_ex_Australia_ESG_Leaders_Volume,Edge_MSCI_World_Multifactor_Volume,Global_100_Volume,Global_Healthcare_Volume,SP_500_Volume,volume,Core_MSCI_World_ex_Australia_ESG_Leaders_Costs,Edge_MSCI_World_Multifactor_Costs,Global_100_Costs,Global_Healthcare_Costs,SP_500_Costs,close
1-Mar-19,"1,923,466.00","6,284,648.00","23,146,661.00","6,199,958.00","7,278,169.00","8,966,580.40",33.95,31.93,65.86,86.45,397.97,123.232
4-Mar-19,"1,923,466.00","6,284,648.00","23,146,661.00","6,199,958.00","7,270,369.00","8,965,020.40",33.84,31.81,65.97,85.84,396.85,122.862
5-Mar-19,"1,923,466.00","6,284,648.00","23,146,661.00","6,199,958.00","7,275,569.00","8,966,060.40",33.89,31.79,66.14,86.12,397.21,123.03
6-Mar-19,"1,923,466.00","6,284,648.00","23,146,661.00","6,201,258.00","7,275,569.00","8,966,320.40",33.89,31.79,66.19,85.68,397.07,122.924
7-Mar-19,"1,923,466.00","6,284,648.00","23,138,661.00","6,206,458.00","7,275,569.00","8,965,760.40",33.53,31.48,65.54,84.74,393.62,121.782
8-Mar-19,"1,923,466.00","6,284,648.00","23,138,661.00","6,206,458.00","7,269,069.00","8,964,460.40",33.45,31.24,65.37,84.68,392.4,121.428
11-Mar-19,"1,963,466.00","6,284,648.00","23,138,661.00","6,209,058.00","7,391,269.00","8,997,420.40",33.79,31.49,66.18,85.18,397.19,122.766
12-Mar-19,"1,963,466.00","6,284,648.00","23,138,661.00","6,202,558.00","7,386,069.00","8,995,080.40",33.73,31.52,66.13,85.3,397.16,122.768
13-Mar-19,"1,963,466.00","6,284,648.00","23,138,661.00","6,146,658.00","7,388,669.00","8,984,420.40",33.95,31.66,66.58,86.2,399.57,123.592
14-Mar-19,"1,963,466.00","6,284,648.00","23,122,661.00","6,146,658.00","7,388,669.00","8,981,220.40",34.05,31.72,66.85,86.33,400.87,123.964
15-Mar-19,"1,963,466.00","6,284,648.00","23,122,661.00","6,142,758.00","7,389,969.00","8,980,700.40",34.12,31.76,67.08,86.56,401.14,124.132
18-Mar-19,"1,963,466.00","6,284,648.00","23,122,661.00","6,142,758.00","7,384,769.00","8,979,660.40",34.21,31.86,67.34,86.26,402.05,124.344
19-Mar-19,"1,963,466.00","6,284,648.00","22,962,661.00","6,155,758.00","7,271,669.00","8,927,640.40",34.22,31.89,67.37,86.87,402.12,124.494
20-Mar-19,"1,963,466.00","6,284,648.00","22,962,661.00","6,155,758.00","7,274,269.00","8,928,160.40",34.18,31.69,67.53,86.65,401.24,124.258
21-Mar-19,"1,963,466.00","6,284,648.00","22,954,661.00","6,155,758.00","7,275,569.00","8,926,820.40",34.32,31.76,67.87,86.46,404.47,124.976
22-Mar-19,"1,963,466.00","6,284,648.00","22,954,661.00","6,155,758.00","7,280,769.00","8,927,860.40",33.72,31.35,66.68,85.16,397.87,122.956
25-Mar-19,"1,963,466.00","6,284,648.00","22,946,661.00","6,155,758.00","7,283,369.00","8,926,780.40",33.61,31.09,66.36,84.92,396.29,122.454
26-Mar-19,"1,963,466.00","6,284,648.00","22,938,661.00","6,155,758.00","7,283,369.00","8,925,180.40",33.72,31.19,66.46,85.19,397.66,122.844
27-Mar-19,"1,963,466.00","6,284,648.00","22,930,661.00","6,155,758.00","7,283,369.00","8,923,580.40",33.95,31.45,66.98,85.46,399.67,123.502
28-Mar-19,"1,963,466.00","6,284,648.00","22,930,661.00","6,155,758.00","7,284,871.00","8,923,880.80",34,31.44,66.91,85.62,399.46,123.486
29-Mar-19,"1,963,466.00","6,284,648.00","22,922,661.00","6,153,158.00","7,284,871.00","8,921,760.80",34.05,31.55,66.96,86.01,400.63,123.84
1-Apr-19,"1,963,466.00","6,284,648.00","22,906,661.00","6,142,758.00","7,283,998.00","8,916,306.20",34.36,31.89,67.6,86.04,404.24,124.826
2-Apr-19,"1,963,466.00","6,284,648.00","22,914,661.00","6,142,758.00","7,286,598.00","8,918,426.20",34.64,32.09,68.25,86.7,407.54,125.844
3-Apr-19,"1,963,466.00","6,284,648.00","22,914,661.00","6,144,058.00","7,287,898.00","8,918,946.20",34.52,32.05,68.02,85.94,405.21,125.148
4-Apr-19,"1,963,466.00","6,284,648.00","22,914,661.00","6,144,058.00","7,287,898.00","8,918,946.20",34.59,32.12,68.13,85.71,406.55,125.42
5-Apr-19,"2,003,466.00","6,284,648.00","22,914,661.00","6,146,658.00","7,287,898.00","8,927,466.20",34.77,32.31,68.42,86.24,408.92,126.132
8-Apr-19,"2,003,466.00","6,284,648.00","22,914,661.00","6,147,958.00","7,286,598.00","8,927,466.20",34.71,32.26,68.49,85.91,408.33,125.94
9-Apr-19,"2,003,466.00","6,284,648.00","22,914,661.00","6,147,958.00","7,309,998.00","8,932,146.20",34.44,32.03,67.98,85.6,405.43,125.096
10-Apr-19,"2,003,466.00","6,284,648.00","22,914,661.00","6,151,858.00","7,312,598.00","8,933,446.20",34.54,32.1,67.96,85.52,406.31,125.286
11-Apr-19,"2,003,466.00","6,364,648.00","22,906,661.00","6,162,258.00","7,312,598.00","8,949,926.20",34.54,32.13,68.01,84.64,406.51,125.166
12-Apr-19,"2,003,466.00","6,364,648.00","22,906,661.00","6,162,258.00","7,313,898.00","8,950,186.20",34.58,32.03,67.92,83.28,407.05,124.972
15-Apr-19,"2,003,466.00","6,364,648.00","22,906,661.00","6,166,158.00","7,319,098.00","8,952,006.20",34.57,32.06,68.01,83.61,406.75,125
16-Apr-19,"2,043,466.00","6,364,648.00","22,906,661.00","6,172,658.00","7,322,998.00","8,962,086.20",34.62,31.95,68.14,82.2,407.23,124.828
17-Apr-19,"2,043,466.00","6,364,648.00","22,906,661.00","6,170,058.00","7,337,298.00","8,964,426.20",34.57,31.84,68.33,80.22,405.81,124.154
18-Apr-19,"2,043,466.00","6,364,648.00","22,906,661.00","6,180,458.00","7,348,998.00","8,968,846.20",34.72,31.98,68.64,80.32,408.34,124.8
23-Apr-19,"2,043,466.00","6,364,648.00","22,906,661.00","6,203,858.00","7,351,598.00","8,974,046.20",35.24,32.43,69.67,82.07,415.74,127.03
24-Apr-19,"2,043,466.00","6,364,648.00","22,890,661.00","6,210,358.00","7,352,898.00","8,972,406.20",35.37,32.58,69.84,82.78,418.16,127.746
26-Apr-19,"2,043,466.00","6,364,648.00","22,890,661.00","6,212,958.00","7,354,198.00","8,973,186.20",35.47,32.49,69.98,84.24,419.64,128.364
29-Apr-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,214,258.00","7,354,198.00","9,005,446.20",35.5,32.42,70.05,84.23,419.44,128.328
30-Apr-19,"2,043,466.00","6,524,648.00","22,898,661.00","6,222,058.00","7,356,798.00","9,009,126.20",35.58,32.53,70.28,84.66,420.49,128.708
1-May-19,"2,043,466.00","6,524,648.00","22,898,661.00","6,225,958.00","7,354,198.00","9,009,386.20",35.34,32.35,69.78,84.24,417.45,127.832
2-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,224,658.00","7,351,598.00","9,007,006.20",35.47,32.43,69.98,85.07,418.88,128.366
3-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,235,058.00","7,352,898.00","9,009,346.20",35.75,32.55,70.58,85.63,421.78,129.258
6-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,235,058.00","7,355,498.00","9,009,866.20",35.66,32.5,70.41,86.09,421.52,129.236
7-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,235,058.00","7,371,098.00","9,012,986.20",35.01,32.03,69.05,84.6,413.75,126.888
8-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,235,058.00","7,367,198.00","9,012,206.20",34.98,31.88,69.02,84.87,413.13,126.776
9-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,241,558.00","7,365,898.00","9,013,246.20",35,31.85,68.92,84.97,413.88,126.924
10-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,242,858.00","7,350,298.00","9,010,386.20",35.09,31.9,68.94,84.76,414.59,127.056
13-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,242,858.00","7,358,098.00","9,011,946.20",34.44,31.45,67.72,83.7,406.63,124.788
14-May-19,"2,043,466.00","6,524,648.00","22,882,661.00","6,242,858.00","7,360,698.00","9,010,866.20",34.81,31.71,68.31,84.21,410.9,125.988
15-May-19,"2,043,466.00","6,524,648.00","22,882,661.00","6,242,858.00","7,358,098.00","9,010,346.20",35.06,31.89,69.01,84.6,414.13,126.938
16-May-19,"2,043,466.00","6,524,648.00","22,882,661.00","6,242,858.00","7,358,098.00","9,010,346.20",35.46,32.19,70.04,85.67,419.35,128.542
17-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,242,858.00","7,361,998.00","9,012,726.20",35.37,32.19,69.86,85.89,418.65,128.392
20-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,242,858.00","7,361,998.00","9,012,726.20",34.98,31.9,69.03,85.4,413.69,127
21-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,255,858.00","7,361,998.00","9,015,326.20",35.43,32.3,69.64,86.26,419.12,128.55
22-May-19,"2,043,466.00","6,524,648.00","22,890,661.00","6,255,858.00","7,363,298.00","9,015,586.20",35.33,32.21,69.69,86.95,418.4,128.516
23-May-19,"2,083,466.00","6,524,648.00","22,898,661.00","6,257,158.00","7,368,498.00","9,026,486.20",34.84,31.73,68.78,86.56,412.47,126.876
24-May-19,"2,083,466.00","6,524,648.00","22,858,661.00","6,262,358.00","7,368,498.00","9,019,526.20",34.9,31.74,68.74,86.7,411.81,126.778
27-May-19,"2,083,466.00","6,524,648.00","22,858,661.00","6,263,658.00","7,364,598.00","9,019,006.20",34.91,31.77,68.73,86.7,411.78,126.778
28-May-19,"2,083,466.00","6,524,648.00","22,874,661.00","6,266,258.00","7,364,598.00","9,022,726.20",34.52,31.46,68.01,85.32,407.11,125.284
29-May-19,"2,083,466.00","6,524,648.00","22,874,661.00","6,270,158.00","7,365,898.00","9,023,766.20",34.38,31.26,67.75,84.73,405.6,124.744
30-May-19,"2,083,466.00","6,524,648.00","22,906,661.00","6,280,558.00","7,365,898.00","9,032,246.20",34.51,31.35,68.01,85.14,407.01,125.204
31-May-19,"2,083,466.00","6,524,648.00","22,898,661.00","6,285,758.00","7,356,798.00","9,029,866.20",34,30.94,66.99,84.23,400.28,123.288
3-Jun-19,"2,083,466.00","6,524,648.00","22,898,661.00","6,526,258.00","7,351,598.00","9,076,926.20",33.86,30.93,66.6,84.44,397.4,122.646
4-Jun-19,"2,083,466.00","6,524,648.00","22,898,661.00","6,523,658.00","7,348,998.00","9,075,886.20",34.38,31.38,67.51,85.13,404.77,124.634
5-Jun-19,"2,083,466.00","6,524,648.00","22,882,661.00","6,519,758.00","7,354,198.00","9,072,946.20",34.51,31.56,67.7,85.56,407.83,125.432
6-Jun-19,"2,203,466.00","6,524,648.00","22,930,661.00","6,536,658.00","7,361,998.00","9,111,486.20",34.69,31.68,68.35,86.01,410.84,126.314
7-Jun-19,"2,203,466.00","6,524,648.00","22,930,661.00","6,556,158.00","7,361,998.00","9,115,386.20",34.9,31.81,68.92,86.55,413.05,127.046
11-Jun-19,"2,203,466.00","6,524,648.00","22,954,661.00","6,558,758.00","7,361,998.00","9,120,706.20",35.38,32.34,70.09,87.6,418.33,128.748
12-Jun-19,"2,203,466.00","6,524,648.00","22,962,661.00","6,560,058.00","7,371,098.00","9,124,386.20",35.28,32.34,69.95,88.02,417.81,128.68
13-Jun-19,"2,203,466.00","6,524,648.00","22,962,661.00","6,560,058.00","7,371,098.00","9,124,386.20",35.59,32.61,70.44,88.5,421.97,129.822
14-Jun-19,"2,203,466.00","6,524,648.00","22,954,661.00","6,569,158.00","7,367,198.00","9,123,826.20",35.61,32.63,70.54,88.54,423.42,130.148
17-Jun-19,"2,283,466.00","6,524,648.00","22,970,661.00","6,571,758.00","7,371,098.00","9,144,326.20",35.71,32.68,70.75,89.07,425,130.642
18-Jun-19,"2,283,466.00","6,524,648.00","22,978,661.00","6,571,758.00","7,382,798.00","9,148,266.20",36.02,32.96,71.49,89.8,428.07,131.668
19-Jun-19,"2,283,466.00","6,524,648.00","22,978,661.00","6,574,358.00","7,382,798.00","9,148,786.20",36.15,33.1,71.74,90.64,429.13,132.152
20-Jun-19,"2,283,466.00","6,524,648.00","22,978,661.00","6,574,358.00","7,382,798.00","9,148,786.20",36.22,33.16,71.72,90.34,430.01,132.29
21-Jun-19,"2,283,466.00","6,524,648.00","22,978,661.00","6,574,358.00","7,380,198.00","9,148,266.20",36.14,33.06,71.71,90.35,429.55,132.162
24-Jun-19,"2,283,466.00","6,524,648.00","22,970,661.00","6,575,658.00","7,369,798.00","9,144,846.20",35.9,32.88,71.42,89.72,426.71,131.326
25-Jun-19,"2,283,466.00","6,524,648.00","22,970,661.00","6,573,058.00","7,364,598.00","9,143,286.20",35.56,32.64,70.59,89.19,421.75,129.946
26-Jun-19,"2,283,466.00","6,524,648.00","22,970,661.00","6,574,358.00","7,363,298.00","9,143,286.20",35.47,32.55,70.52,88.15,420.5,129.438
27-Jun-19,"2,283,466.00","6,524,648.00","22,986,661.00","6,578,258.00","7,360,698.00","9,146,746.20",35.53,32.63,70.43,88.32,420.95,129.572
28-Jun-19,"2,283,466.00","6,524,648.00","23,002,661.00","6,602,958.00","7,360,698.00","9,154,886.20",35.65,32.8,70.41,88.54,422.2,129.92
1-Jul-19,"2,326,207.00","6,526,265.00","23,017,968.00","6,605,878.00","7,363,285.00","9,167,920.60",35.55,32.85,70.66,88.94,426.69,130.938
2-Jul-19,"2,326,207.00","6,526,265.00","23,017,968.00","6,605,878.00","7,350,285.00","9,165,320.60",35.5,32.75,70.67,89,426.25,130.834
3-Jul-19,"2,326,207.00","6,526,265.00","23,033,968.00","6,611,078.00","7,354,185.00","9,170,340.60",35.57,32.84,70.67,89.27,427.23,131.116
4-Jul-19,"2,326,091.00","6,525,749.00","23,050,546.00","6,611,789.00","7,352,942.00","9,173,423.40",35.64,32.91,70.8,89.43,428,131.356
5-Jul-19,"2,326,091.00","6,525,749.00","23,058,546.00","6,611,789.00","7,352,942.00","9,175,023.40",35.76,32.99,71.01,89.4,430.4,131.912
8-Jul-19,"2,326,091.00","6,525,749.00","23,066,546.00","6,611,789.00","7,356,842.00","9,177,403.40",35.57,32.82,70.65,88.71,428.18,131.186
9-Jul-19,"2,566,091.00","6,525,749.00","23,082,546.00","6,623,489.00","7,356,842.00","9,230,943.40",35.76,32.95,71.16,89.35,431.59,132.162
10-Jul-19,"2,566,091.00","6,605,749.00","23,106,546.00","6,628,689.00","7,359,442.00","9,253,303.40",35.76,32.89,71.27,89.31,431.85,132.216
11-Jul-19,"2,566,091.00","6,605,749.00","23,106,546.00","6,628,689.00","7,360,742.00","9,253,563.40",35.67,32.91,70.87,88.66,431.16,131.854
12-Jul-19,"2,566,091.00","6,605,749.00","23,106,546.00","6,626,089.00","7,363,342.00","9,253,563.40",35.67,33.08,70.72,87.32,431.69,131.696
15-Jul-19,"2,566,091.00","6,605,749.00","23,114,546.00","6,635,189.00","7,363,342.00","9,256,983.40",35.55,32.97,70.51,87.48,430.2,131.342
16-Jul-19,"2,606,091.00","6,605,749.00","23,114,546.00","6,652,089.00","7,365,942.00","9,268,883.40",35.43,32.9,70.25,87,428.72,130.86
17-Jul-19,"2,606,091.00","6,605,749.00","23,114,546.00","6,652,089.00","7,371,142.00","9,269,923.40",35.38,32.85,70.14,87.49,427.33,130.638
18-Jul-19,"2,606,091.00","6,605,749.00","23,098,546.00","6,654,689.00","7,371,142.00","9,267,243.40",35.32,32.68,70.2,87.72,426.93,130.57
19-Jul-19,"2,606,091.00","6,605,749.00","23,098,546.00","6,659,889.00","7,376,342.00","9,269,323.40",35.14,32.64,69.8,86.7,424.03,129.662
22-Jul-19,"2,606,091.00","6,605,749.00","23,098,546.00","6,659,889.00","7,377,642.00","9,269,583.40",35.19,32.62,70.18,86.67,425.05,129.942
23-Jul-19,"2,606,091.00","6,605,749.00","23,098,546.00","6,659,889.00","7,384,142.00","9,270,883.40",35.64,33.02,71.1,87.63,430.65,131.608
24-Jul-19,"2,606,091.00","6,605,749.00","23,098,546.00","6,659,889.00","7,384,142.00","9,270,883.40",35.92,33.24,71.24,88.04,434.27,132.542
25-Jul-19,"2,606,091.00","6,605,749.00","23,098,546.00","6,663,789.00","7,384,142.00","9,271,663.40",35.75,33.13,71.04,87.61,433.2,132.146
26-Jul-19,"2,606,091.00","6,605,749.00","23,098,546.00","6,668,989.00","7,384,142.00","9,272,703.40",36.21,33.4,72.14,88.92,439.48,134.03
29-Jul-19,"2,606,091.00","6,685,749.00","23,098,546.00","6,668,989.00","7,398,442.00","9,291,563.40",36.24,33.39,72.32,89.39,439.51,134.17
30-Jul-19,"2,646,091.00","6,685,749.00","23,106,546.00","6,668,989.00","7,402,342.00","9,301,943.40",36.2,33.4,72.08,89.14,439.9,134.144
31-Jul-19,"2,646,091.00","6,685,749.00","23,106,546.00","6,679,389.00","7,407,542.00","9,305,063.40",35.81,33,71.1,88.2,434.04,132.43
1-Aug-19,"2,646,091.00","6,765,749.00","23,098,546.00","6,676,789.00","7,407,542.00","9,318,943.40",35.75,32.83,71.03,89.18,432.78,132.314
2-Aug-19,"2,646,091.00","6,765,749.00","23,098,546.00","6,684,589.00","7,414,042.00","9,321,803.40",35.76,32.7,70.88,89.6,433.16,132.42
5-Aug-19,"2,646,091.00","6,765,749.00","23,114,546.00","6,687,189.00","7,414,042.00","9,325,523.40",34.9,31.96,69.12,87.7,421.38,129.012
6-Aug-19,"2,646,091.00","6,765,749.00","23,114,546.00","6,687,189.00","7,414,042.00","9,325,523.40",35.26,32.2,69.86,88.49,427.06,130.574
7-Aug-19,"2,646,091.00","6,765,749.00","23,130,546.00","6,687,189.00","7,337,342.00","9,313,383.40",35.43,32.31,70.2,89.08,428.58,131.12
8-Aug-19,"2,646,091.00","6,765,749.00","23,146,546.00","6,687,189.00","7,330,842.00","9,315,283.40",35.77,32.64,70.81,89.8,434.23,132.65
9-Aug-19,"2,646,091.00","6,765,749.00","23,146,546.00","6,683,289.00","7,324,342.00","9,313,203.40",35.51,32.35,70.31,89.99,431.22,131.876
12-Aug-19,"2,646,091.00","6,765,749.00","23,146,546.00","6,683,289.00","7,325,642.00","9,313,463.40",35.35,32.21,70.14,89.76,428.65,131.222
13-Aug-19,"2,646,091.00","6,765,749.00","23,154,546.00","6,683,289.00","7,325,642.00","9,315,063.40",35.63,32.35,70.88,90.52,433.27,132.53
14-Aug-19,"2,646,091.00","6,765,749.00","23,162,546.00","6,683,289.00","7,360,742.00","9,323,683.40",34.83,31.76,69.32,88.75,422.99,129.53
15-Aug-19,"2,646,091.00","6,765,749.00","23,162,546.00","6,683,289.00","7,364,642.00","9,324,463.40",34.78,31.62,69.11,88.68,422.55,129.348
16-Aug-19,"2,646,091.00","6,845,749.00","23,146,546.00","6,689,789.00","7,364,642.00","9,338,563.40",35.27,32.05,70.07,89.69,428.71,131.158
19-Aug-19,"2,646,091.00","6,845,749.00","23,130,546.00","6,689,789.00","7,362,042.00","9,334,843.40",35.62,32.4,70.83,90.28,434.05,132.636
20-Aug-19,"2,686,091.00","6,925,749.00","23,122,546.00","6,687,189.00","7,358,142.00","9,355,943.40",35.35,32.13,70.21,89.72,430.08,131.498
21-Aug-19,"2,686,091.00","6,925,749.00","23,114,546.00","6,689,789.00","7,358,142.00","9,354,863.40",35.6,32.36,70.68,90.3,433.25,132.438
22-Aug-19,"2,686,091.00","6,925,749.00","23,114,546.00","6,689,789.00","7,358,142.00","9,354,863.40",35.69,32.46,70.79,90.18,434.66,132.756
23-Aug-19,"2,686,091.00","6,925,749.00","23,114,546.00","6,689,789.00","7,358,142.00","9,354,863.40",34.89,31.83,69.06,88.38,422.77,129.386
26-Aug-19,"2,686,091.00","6,925,749.00","23,098,546.00","6,689,789.00","7,358,142.00","9,351,663.40",35.22,31.92,69.69,89.17,427.42,130.684
27-Aug-19,"2,686,091.00","6,925,749.00","23,098,546.00","6,711,889.00","7,364,642.00","9,357,383.40",35.18,31.93,69.77,88.86,426.6,130.468
28-Aug-19,"2,686,091.00","6,925,749.00","23,090,546.00","6,709,289.00","7,364,642.00","9,355,263.40",35.45,32.19,70.3,89.59,430.82,131.67
29-Aug-19,"2,686,091.00","6,925,749.00","23,090,546.00","6,705,389.00","7,364,642.00","9,354,483.40",35.92,32.63,71.13,90.32,437.13,133.426
30-Aug-19,"2,726,091.00","6,925,749.00","23,090,546.00","6,705,389.00","7,364,642.00","9,362,483.40",35.95,32.7,71.19,90.51,436.66,133.402
2-Sep-19,"2,726,091.00","6,925,749.00","23,082,546.00","6,705,389.00","7,362,042.00","9,360,363.40",36.01,32.7,71.3,90.65,437.35,133.602
3-Sep-19,"2,726,091.00","6,925,749.00","23,082,546.00","6,705,389.00","7,362,042.00","9,360,363.40",35.63,32.38,70.72,89.9,432.75,132.276
4-Sep-19,"2,726,091.00","6,925,749.00","23,074,546.00","6,706,689.00","7,358,142.00","9,358,243.40",35.88,32.62,71.27,89.74,435.45,132.992
5-Sep-19,"2,726,091.00","6,925,749.00","23,074,546.00","6,719,689.00","7,354,242.00","9,360,063.40",36.16,32.97,71.67,89.81,439.66,134.054
6-Sep-19,"2,726,091.00","6,925,749.00","23,074,546.00","6,719,689.00","7,354,242.00","9,360,063.40",35.97,32.88,71.31,89.7,437.19,133.41
9-Sep-19,"2,726,091.00","6,925,749.00","23,074,546.00","6,722,289.00","7,354,242.00","9,360,583.40",35.97,32.85,71.29,88.66,436.38,133.03
10-Sep-19,"2,726,091.00","6,925,749.00","23,074,546.00","6,728,789.00","7,351,642.00","9,361,363.40",36.08,32.95,71.5,88.67,437.11,133.262
11-Sep-19,"2,726,091.00","6,925,749.00","23,074,546.00","6,735,289.00","7,351,642.00","9,362,663.40",36.38,33.22,71.98,89.42,440.47,134.294
12-Sep-19,"2,766,091.00","6,925,749.00","23,074,546.00","6,744,389.00","7,351,642.00","9,372,483.40",36.41,33.19,72.17,89.17,440.71,134.33
13-Sep-19,"2,766,091.00","6,925,749.00","23,074,546.00","6,763,889.00","7,215,142.00","9,349,083.40",36.42,33.26,72.07,88.88,439.76,134.078
16-Sep-19,"2,766,091.00","6,925,749.00","23,074,546.00","6,763,889.00","7,186,542.00","9,343,363.40",36.39,33.27,71.87,88.96,440.01,134.1
17-Sep-19,"2,766,091.00","6,925,749.00","23,074,546.00","6,763,889.00","7,186,542.00","9,343,363.40",36.51,33.35,72.14,89.39,441.33,134.544
18-Sep-19,"2,766,091.00","6,925,749.00","23,074,546.00","6,763,889.00","7,186,542.00","9,343,363.40",36.57,33.34,72.39,89.63,442.68,134.922
19-Sep-19,"2,766,091.00","6,925,749.00","23,074,546.00","6,763,889.00","7,186,542.00","9,343,363.40",36.83,33.51,72.95,90.6,445.29,135.836
20-Sep-19,"2,766,091.00","6,925,749.00","23,074,546.00","6,763,889.00","7,186,542.00","9,343,363.40",36.81,33.47,73.04,91.55,444.54,135.882
23-Sep-19,"2,766,091.00","6,925,749.00","23,074,546.00","6,763,889.00","7,186,542.00","9,343,363.40",36.8,33.48,73.05,91.1,444.84,135.854
24-Sep-19,"2,766,091.00","6,925,749.00","23,074,546.00","6,763,889.00","7,186,542.00","9,343,363.40",36.44,33.15,72.22,90.34,439.69,134.368
25-Sep-19,"2,806,091.00","6,925,749.00","23,074,546.00","6,763,889.00","7,186,542.00","9,351,363.40",36.77,33.42,73.07,90.48,444.84,135.716
26-Sep-19,"2,806,091.00","7,005,749.00","23,074,546.00","6,763,889.00","7,190,442.00","9,368,143.40",36.71,33.33,72.95,90.24,443.5,135.346
27-Sep-19,"2,846,091.00","7,005,749.00","23,074,546.00","6,765,189.00","7,191,742.00","9,376,663.40",36.46,33.18,72.64,89.51,440.23,134.404
30-Sep-19,"2,846,091.00","7,005,749.00","23,074,546.00","6,765,189.00","7,195,642.00","9,377,443.40",36.75,33.4,73.31,90.56,444.38,135.68
1-Oct-19,"2,846,091.00","7,005,749.00","23,074,546.00","6,770,389.00","7,195,642.00","9,378,483.40",36.62,33.3,73.16,90.27,442.44,135.158
2-Oct-19,"2,846,091.00","7,005,749.00","23,074,546.00","6,780,789.00","7,199,044.00","9,381,243.80",35.94,32.75,71.57,88.64,432.45,132.27
3-Oct-19,"2,846,091.00","7,005,749.00","23,074,546.00","6,783,389.00","7,202,944.00","9,382,543.80",35.94,32.61,71.57,88.72,432.96,132.36
4-Oct-19,"2,886,091.00","7,005,749.00","23,074,546.00","6,789,889.00","7,214,644.00","9,394,183.80",36.27,32.84,72.35,89.96,437.81,133.846
7-Oct-19,"2,886,091.00","7,005,749.00","23,074,546.00","6,789,889.00","7,213,685.00","9,393,992.00",36.21,32.81,72.31,89.84,436.63,133.56
8-Oct-19,"2,886,091.00","7,005,749.00","23,074,546.00","6,789,889.00","7,213,685.00","9,393,992.00",35.8,32.39,71.45,88.74,430.71,131.818
9-Oct-19,"2,886,091.00","7,005,749.00","23,074,546.00","6,791,189.00","7,213,685.00","9,394,252.00",36.14,32.61,72.1,89.41,435.24,133.1
10-Oct-19,"2,886,091.00","7,005,749.00","23,066,546.00","6,793,789.00","7,217,585.00","9,393,952.00",36.21,32.7,72.34,89.19,436.5,133.388
11-Oct-19,"2,886,091.00","7,005,749.00","23,066,546.00","6,801,589.00","7,218,885.00","9,395,772.00",36.48,33.11,72.88,89.57,438.32,134.072
14-Oct-19,"2,926,091.00","7,005,749.00","23,082,546.00","6,801,589.00","7,218,885.00","9,406,972.00",36.56,33.14,73.04,89.79,439.9,134.486
15-Oct-19,"2,926,091.00","7,005,749.00","23,082,546.00","6,801,589.00","7,218,885.00","9,406,972.00",36.95,33.47,73.7,91.36,444.36,135.968
16-Oct-19,"2,926,091.00","7,005,749.00","23,098,546.00","6,801,589.00","7,218,885.00","9,410,172.00",37.04,33.5,73.89,91.54,444.79,136.152
17-Oct-19,"2,926,091.00","7,005,749.00","23,098,546.00","6,802,889.00","7,222,785.00","9,411,212.00",36.77,33.25,73.3,91.12,441.26,135.14
18-Oct-19,"2,926,091.00","7,005,749.00","23,098,546.00","6,802,889.00","7,224,085.00","9,411,472.00",36.49,33.02,72.73,90.52,437.36,134.024
21-Oct-19,"2,926,091.00","7,005,749.00","23,098,546.00","6,805,489.00","7,226,685.00","9,412,512.00",36.67,33.21,73.14,90.13,439.66,134.562
22-Oct-19,"2,926,091.00","7,005,749.00","23,106,546.00","6,805,489.00","7,227,985.00","9,414,372.00",36.57,33.23,72.86,90.24,438.13,134.206
23-Oct-19,"2,966,091.00","7,005,749.00","23,106,546.00","6,805,489.00","7,229,285.00","9,422,632.00",36.79,33.36,73.53,91.21,440.55,135.088
24-Oct-19,"2,966,091.00","7,005,749.00","23,106,546.00","6,822,389.00","7,231,885.00","9,426,532.00",36.96,33.56,73.92,91.48,442.7,135.724
25-Oct-19,"2,966,091.00","7,005,749.00","23,106,546.00","6,822,389.00","7,231,885.00","9,426,532.00",37.03,33.71,74.18,91.64,444.07,136.126
28-Oct-19,"2,966,091.00","7,085,749.00","23,114,546.00","6,826,289.00","7,235,785.00","9,445,692.00",37.18,33.83,74.48,92.27,445.97,136.746
29-Oct-19,"2,966,091.00","7,085,749.00","23,114,546.00","6,826,289.00","7,235,785.00","9,445,692.00",37.05,33.81,73.99,92.76,444.26,136.374
30-Oct-19,"2,966,091.00","7,085,749.00","23,114,546.00","6,826,289.00","7,235,785.00","9,445,692.00",37.1,33.74,74.26,93.38,445.01,136.698
31-Oct-19,"2,966,091.00","7,085,749.00","23,114,546.00","6,730,089.00","7,242,285.00","9,427,752.00",36.89,33.5,73.9,93.05,442.61,135.99
