time,Core_MSCI_World_ex_Australia_ESG_Leaders_Volume,Edge_MSCI_World_Multifactor_Volume,Global_100_Volume,Global_Healthcare_Volume,SP_500_Volume,volume,Core_MSCI_World_ex_Australia_ESG_Leaders_Costs,Edge_MSCI_World_Multifactor_Costs,Global_100_Costs,Global_Healthcare_Costs,SP_500_Costs,close
29-Jan-21,"3,582,335.00","5,088,124.00","24,008,701.00","8,155,022.00","7,424,124.00","9,651,661.20",38.55,34.31,81.94,99.91,483.93,147.728
1-Feb-21,"3,582,335.00","5,088,124.00","24,016,701.00","8,162,822.00","7,425,424.00","9,655,081.20",39.43,35.07,83.88,101.21,495.4,150.998
2-Feb-21,"3,622,335.00","5,088,124.00","24,016,701.00","8,169,322.00","7,425,424.00","9,664,381.20",40.1,35.53,85.01,101.93,504.99,153.512
3-Feb-21,"3,622,335.00","5,088,124.00","24,040,701.00","8,174,522.00","7,425,424.00","9,670,221.20",39.98,35.28,85.14,100.91,502.96,152.854
4-Feb-21,"3,622,335.00","5,088,124.00","24,064,701.00","8,181,022.00","7,425,424.00","9,676,321.20",40.41,35.56,85.86,101.37,509.79,154.598
5-Feb-21,"3,622,335.00","5,088,124.00","24,064,701.00","8,195,322.00","7,415,024.00","9,677,101.20",40.32,35.42,85.64,100.8,507.78,153.992
8-Feb-21,"3,622,335.00","5,088,124.00","24,032,701.00","8,196,622.00","7,493,024.00","9,686,561.20",40.42,35.66,85.37,100.29,508.15,153.978
9-Feb-21,"3,622,335.00","5,088,124.00","24,056,701.00","8,200,522.00","7,498,224.00","9,693,181.20",40.42,35.64,85.21,100.52,506.74,153.706
10-Feb-21,"3,662,335.00","5,088,124.00","24,064,701.00","8,205,722.00","7,508,624.00","9,705,901.20",40.33,35.6,85,100.35,506.01,153.458
11-Feb-21,"3,702,335.00","5,088,124.00","24,072,701.00","8,207,022.00","7,508,624.00","9,715,761.20",40.3,35.74,84.71,100.26,505.03,153.208
12-Feb-21,"3,702,335.00","5,088,124.00","24,072,701.00","8,212,222.00","7,508,624.00","9,716,801.20",40.55,35.99,85.29,101.14,508.28,154.25
15-Feb-21,"3,702,335.00","5,088,124.00","24,080,701.00","8,214,822.00","7,508,624.00","9,718,921.20",40.39,35.97,84.94,100.73,506.19,153.644
16-Feb-21,"3,702,335.00","5,088,124.00","24,080,701.00","8,214,822.00","7,508,624.00","9,718,921.20",40.5,35.94,85.24,100.12,506.34,153.628
17-Feb-21,"3,702,335.00","5,088,124.00","24,096,701.00","8,216,122.00","7,543,724.00","9,729,401.20",40.59,35.91,85.62,100.49,508.86,154.294
18-Feb-21,"3,702,335.00","5,088,124.00","24,104,701.00","8,229,122.00","7,543,724.00","9,733,601.20",40.35,35.68,85.08,99.83,506.44,153.476
19-Feb-21,"3,702,335.00","5,088,124.00","24,112,701.00","8,233,022.00","7,545,024.00","9,736,241.20",39.8,35.42,83.56,97.4,497.67,150.77
22-Feb-21,"3,702,335.00","5,088,124.00","24,144,701.00","8,246,022.00","7,529,424.00","9,742,121.20",39.41,34.91,82.44,96.37,491.29,148.884
23-Feb-21,"3,702,335.00","5,088,124.00","24,160,701.00","8,264,222.00","7,533,324.00","9,749,741.20",39.4,34.87,82.45,95.86,491.53,148.822
24-Feb-21,"3,702,335.00","5,088,124.00","24,192,701.00","8,253,822.00","7,537,224.00","9,754,841.20",39.75,35.14,82.87,96.19,496.27,150.044
25-Feb-21,"3,702,335.00","5,088,124.00","24,192,701.00","8,253,822.00","7,539,824.00","9,755,361.20",38.68,34.33,80.9,94.69,481.99,146.118
26-Feb-21,"3,702,335.00","5,088,124.00","24,192,701.00","8,253,822.00","7,541,124.00","9,755,621.20",39.43,35.05,82.6,96.1,492.81,149.198
1-Mar-21,"3,702,335.00","5,088,124.00","24,192,701.00","8,260,322.00","7,550,224.00","9,758,741.20",40.11,35.63,83.83,96.94,502.01,151.704
2-Mar-21,"3,702,335.00","5,088,124.00","24,192,701.00","8,261,622.00","7,551,524.00","9,759,261.20",39.72,35.22,83.17,96.48,496.33,150.184
3-Mar-21,"3,702,335.00","5,088,124.00","24,200,701.00","8,265,522.00","7,552,824.00","9,761,901.20",39.41,34.92,82.35,95.33,490.55,148.512
4-Mar-21,"3,702,335.00","5,008,124.00","24,208,701.00","8,269,422.00","7,552,824.00","9,748,281.20",38.93,34.27,81.58,93.9,484.29,146.594
5-Mar-21,"3,702,335.00","5,008,124.00","24,224,701.00","8,275,922.00","7,556,724.00","9,753,561.20",40.22,35.42,84.45,97.1,502.16,151.87
8-Mar-21,"3,742,335.00","5,008,124.00","24,224,701.00","8,275,922.00","7,561,924.00","9,762,601.20",40.1,35.26,83.6,96.56,499.29,150.962
9-Mar-21,"3,742,335.00","5,008,124.00","24,224,701.00","8,275,922.00","7,561,924.00","9,762,601.20",40.5,35.7,84.34,97.23,504.61,152.476
10-Mar-21,"3,702,335.00","5,008,124.00","24,224,701.00","8,275,922.00","7,561,924.00","9,754,601.20",40.7,35.72,84.6,97.43,506.55,153
11-Mar-21,"3,702,335.00","5,008,124.00","24,224,701.00","8,275,922.00","7,561,924.00","9,754,601.20",40.78,35.91,84.63,97.24,508.2,153.352
12-Mar-21,"3,702,335.00","5,008,124.00","24,224,701.00","8,275,922.00","7,561,924.00","9,754,601.20",41,36.01,84.76,97.49,510.18,153.888
15-Mar-21,"3,702,335.00","5,008,124.00","24,232,701.00","8,275,922.00","7,561,924.00","9,756,201.20",41.25,36.39,85.35,98.36,514.54,155.178
16-Mar-21,"3,702,335.00","5,008,124.00","24,248,701.00","8,275,922.00","7,561,924.00","9,759,401.20",41.08,36.29,85.38,98.34,512.62,154.742
17-Mar-21,"3,702,335.00","5,008,124.00","24,280,701.00","8,275,922.00","7,561,924.00","9,765,801.20",41.47,36.61,86.15,98.64,517.03,155.98
18-Mar-21,"3,702,335.00","5,008,124.00","24,280,701.00","8,275,922.00","7,561,924.00","9,765,801.20",40.48,35.95,83.95,97.21,503.8,152.278
19-Mar-21,"3,702,335.00","5,008,124.00","24,280,701.00","8,275,922.00","7,561,924.00","9,765,801.20",40.72,36.21,84.36,98.18,506.04,153.102
22-Mar-21,"3,702,335.00","5,008,124.00","24,280,701.00","8,275,922.00","7,561,924.00","9,765,801.20",40.84,36.42,84.94,99.01,509.85,154.212
23-Mar-21,"3,702,335.00","5,008,124.00","24,280,701.00","8,270,722.00","7,564,524.00","9,765,281.20",40.68,36.28,85.16,98.64,510.29,154.21
24-Mar-21,"3,702,335.00","5,008,124.00","24,280,701.00","8,264,222.00","7,565,824.00","9,764,241.20",40.75,36.35,85.4,99.14,511.6,154.648
25-Mar-21,"3,702,335.00","5,008,124.00","24,304,701.00","8,266,822.00","7,565,824.00","9,769,561.20",41.33,36.81,86.15,100.4,517.79,156.496
26-Mar-21,"3,742,335.00","5,008,124.00","24,304,701.00","8,268,122.00","7,565,824.00","9,777,821.20",41.67,37.33,86.48,101.29,522.28,157.81
29-Mar-21,"3,742,335.00","5,008,124.00","24,304,701.00","8,268,122.00","7,569,724.00","9,778,601.20",41.48,37.15,86.51,101.57,521.81,157.704
30-Mar-21,"3,742,335.00","4,928,124.00","24,264,701.00","8,268,122.00","7,569,724.00","9,754,601.20",41.63,37.34,86.52,100.94,522.58,157.802
31-Mar-21,"3,742,335.00","4,928,124.00","24,264,701.00","8,268,122.00","7,560,624.00","9,752,781.20",41.58,37.34,86.6,100.95,523.45,157.984
1-Apr-21,"3,742,335.00","4,928,124.00","24,264,701.00","8,268,122.00","7,565,229.00","9,753,702.20",42.17,37.83,87.63,101.23,528.55,159.482
6-Apr-21,"3,742,335.00","4,928,124.00","24,264,701.00","8,268,122.00","7,566,529.00","9,753,962.20",42.25,37.96,88.25,100.54,531.84,160.168
7-Apr-21,"3,742,335.00","4,928,124.00","24,264,701.00","8,268,122.00","7,569,129.00","9,754,482.20",42.35,38.05,88.99,100.37,533.55,160.662
8-Apr-21,"3,742,335.00","4,928,124.00","24,272,701.00","8,268,122.00","7,572,133.00","9,756,683.00",42.6,38.24,89.55,100.93,536.53,161.57
9-Apr-21,"3,742,335.00","4,928,124.00","24,272,701.00","8,268,122.00","7,576,033.00","9,757,463.00",42.87,38.48,90.38,102.04,541.05,162.964
12-Apr-21,"3,742,335.00","4,848,124.00","24,272,701.00","8,268,122.00","7,577,333.00","9,741,723.00",42.85,38.44,90.07,102.05,541.71,163.024
13-Apr-21,"3,742,335.00","4,848,124.00","24,272,701.00","8,268,122.00","7,595,533.00","9,745,363.00",42.95,38.45,90.44,102.48,543.08,163.48
14-Apr-21,"3,742,335.00","4,848,124.00","24,272,701.00","8,268,122.00","7,599,433.00","9,746,143.00",42.4,37.94,88.94,101.2,534.61,161.018
15-Apr-21,"3,782,335.00","4,848,124.00","24,280,701.00","8,268,122.00","7,604,633.00","9,756,783.00",42.6,38.18,89.42,102.2,537.99,162.078
16-Apr-21,"3,782,335.00","4,848,124.00","24,288,701.00","8,268,122.00","7,609,833.00","9,759,423.00",42.89,38.44,90.08,103.2,541.14,163.15
19-Apr-21,"3,782,335.00","4,848,124.00","24,296,701.00","8,268,122.00","7,611,133.00","9,761,283.00",42.53,38.12,89.55,102.86,536.27,161.866
20-Apr-21,"3,782,335.00","4,848,124.00","24,224,701.00","8,268,122.00","7,587,733.00","9,742,203.00",42.11,37.91,88.93,103.15,533.68,161.156
21-Apr-21,"3,782,335.00","4,848,124.00","24,232,701.00","8,268,122.00","7,591,633.00","9,744,583.00",42.56,38.22,89.64,104.44,538.6,162.692
22-Apr-21,"3,782,335.00","4,848,124.00","24,232,701.00","8,268,122.00","7,592,933.00","9,744,843.00",42.39,38.11,89.02,104.38,535.27,161.834
23-Apr-21,"3,782,335.00","4,848,124.00","24,232,701.00","8,268,122.00","7,592,933.00","9,744,843.00",42.87,38.45,89.86,104.97,541.09,163.448
26-Apr-21,"3,782,335.00","4,848,124.00","24,232,701.00","8,268,122.00","7,594,233.00","9,745,103.00",42.51,38.19,89.06,103.24,536.47,161.894
27-Apr-21,"3,782,335.00","4,848,124.00","24,232,701.00","8,268,122.00","7,598,133.00","9,745,883.00",42.68,38.34,89.48,103.16,538.89,162.51
28-Apr-21,"3,822,335.00","4,848,124.00","24,232,701.00","8,268,122.00","7,599,433.00","9,754,143.00",42.76,38.19,89.65,102.99,539.13,162.544
29-Apr-21,"3,822,335.00","4,848,124.00","24,232,701.00","8,268,122.00","7,602,033.00","9,754,663.00",42.92,38.4,89.85,102.7,542.54,163.282
30-Apr-21,"3,822,335.00","4,848,124.00","24,232,701.00","8,268,122.00","7,602,033.00","9,754,663.00",42.75,38.14,89.55,102.75,541.96,163.03
3-May-21,"3,822,335.00","4,848,124.00","24,232,701.00","8,268,122.00","7,602,033.00","9,754,663.00",42.82,38.16,89.49,103.44,540.54,162.89
4-May-21,"3,822,335.00","4,848,124.00","24,232,701.00","8,268,122.00","7,605,933.00","9,755,443.00",42.76,38.23,89.11,103.9,541.23,163.046
5-May-21,"3,822,335.00","4,848,124.00","24,232,701.00","8,268,122.00","7,612,433.00","9,756,743.00",42.69,38.28,89.07,103.62,538.06,162.344
6-May-21,"3,822,335.00","4,848,124.00","24,232,701.00","8,269,422.00","7,616,333.00","9,757,783.00",42.94,38.46,89.72,103.7,541.49,163.262
7-May-21,"3,822,335.00","4,848,124.00","24,232,701.00","8,269,422.00","7,616,333.00","9,757,783.00",42.89,38.47,89.52,103.46,540.05,162.878
10-May-21,"3,822,335.00","4,848,124.00","24,232,701.00","8,272,022.00","7,617,633.00","9,758,563.00",42.36,38.2,88.43,103.15,533.1,161.048
11-May-21,"3,822,335.00","4,848,124.00","24,232,701.00","8,274,622.00","7,763,233.00","9,788,203.00",42.13,37.87,87.93,102.42,530.65,160.2
12-May-21,"3,822,335.00","4,848,124.00","24,232,701.00","8,274,622.00","7,772,333.00","9,790,023.00",41.72,37.47,87.47,102.75,524.94,158.87
13-May-21,"3,862,335.00","4,848,124.00","24,232,701.00","8,274,622.00","7,777,533.00","9,799,063.00",42.27,37.86,88.67,103.9,532.4,161.02
14-May-21,"3,862,335.00","4,848,124.00","24,232,701.00","8,274,622.00","7,777,533.00","9,799,063.00",42.75,38.21,89.57,104.1,537.98,162.522
17-May-21,"3,862,335.00","4,848,124.00","24,232,701.00","8,274,622.00","7,781,433.00","9,799,843.00",42.71,38.19,89.57,104.14,536.9,162.302
18-May-21,"3,862,335.00","4,848,124.00","24,232,701.00","8,274,622.00","7,787,933.00","9,801,143.00",42.35,37.92,88.69,103.85,530.37,160.636
19-May-21,"3,862,335.00","4,848,124.00","24,232,701.00","8,274,622.00","7,798,333.00","9,803,223.00",42.39,38.04,88.81,104.19,532.21,161.128
20-May-21,"3,862,335.00","4,848,124.00","24,248,701.00","8,274,622.00","7,802,233.00","9,807,203.00",42.72,38.27,89.52,105.12,536.17,162.36
21-May-21,"3,902,335.00","4,848,124.00","24,264,701.00","8,275,922.00","7,806,133.00","9,819,443.00",42.92,38.44,89.7,105.66,538.15,162.974
24-May-21,"3,902,335.00","4,848,124.00","24,264,701.00","8,275,922.00","7,807,433.00","9,819,703.00",43.19,38.61,90.46,105.68,542.72,164.132
25-May-21,"3,902,335.00","4,848,124.00","24,264,701.00","8,277,222.00","7,817,833.00","9,822,043.00",43.06,38.54,90.26,105.39,541.12,163.674
26-May-21,"3,902,335.00","4,848,124.00","24,264,701.00","8,277,222.00","7,820,433.00","9,822,563.00",43.27,38.68,90.52,105.15,543.1,164.144
27-May-21,"3,822,335.00","4,848,124.00","24,264,701.00","8,277,222.00","7,821,733.00","9,806,823.00",43.3,38.8,90.17,104.74,542.68,163.938
28-May-21,"3,782,335.00","4,848,124.00","24,264,701.00","8,277,222.00","7,825,633.00","9,799,603.00",43.6,39.05,90.7,105.62,546.6,165.114
31-May-21,"3,782,335.00","4,848,124.00","24,264,701.00","8,277,222.00","7,832,133.00","9,800,903.00",43.42,38.86,90.33,105.19,544.41,164.442
1-Jun-21,"3,782,335.00","4,848,124.00","24,264,701.00","8,277,222.00","7,832,133.00","9,800,903.00",43.42,38.91,90.09,103.55,542.52,163.698
2-Jun-21,"3,782,335.00","4,848,124.00","24,264,701.00","8,278,522.00","7,845,133.00","9,803,763.00",43.56,38.97,90.49,103.4,544.19,164.122
3-Jun-21,"3,782,335.00","4,848,124.00","24,264,701.00","8,282,422.00","7,845,133.00","9,804,543.00",43.79,39.24,91.18,104.78,547.66,165.33
4-Jun-21,"3,782,335.00","4,848,124.00","24,264,701.00","8,283,722.00","7,849,033.00","9,805,583.00",43.81,39.26,91.31,104.49,548.18,165.41
7-Jun-21,"3,782,335.00","4,688,124.00","24,264,701.00","8,283,722.00","7,850,333.00","9,773,843.00",43.74,39.19,90.96,104.8,546.09,164.956
8-Jun-21,"3,782,335.00","4,688,124.00","24,272,701.00","8,287,622.00","7,850,333.00","9,776,223.00",43.76,39.25,91.21,104.63,546.79,165.128
9-Jun-21,"3,782,335.00","4,688,124.00","24,272,701.00","8,291,522.00","7,854,233.00","9,777,783.00",43.78,39.13,91.47,106.18,547.14,165.54
10-Jun-21,"3,782,335.00","4,688,124.00","24,280,701.00","8,298,022.00","7,854,233.00","9,780,683.00",43.9,39.1,91.64,107.49,548.7,166.166
11-Jun-21,"3,782,335.00","4,688,124.00","24,280,701.00","8,298,022.00","7,875,033.00","9,784,843.00",44.22,39.38,92.26,107.52,552.53,167.182
15-Jun-21,"3,782,335.00","4,688,124.00","24,296,701.00","8,301,922.00","7,880,233.00","9,789,863.00",44.46,39.44,92.86,108.06,554.25,167.814
16-Jun-21,"3,782,335.00","4,688,124.00","24,296,701.00","8,301,922.00","7,881,533.00","9,790,123.00",44.18,39.1,92.13,107.28,549.26,166.39
17-Jun-21,"3,782,335.00","4,688,124.00","24,296,701.00","8,301,922.00","7,888,033.00","9,791,423.00",44.92,39.37,93.84,109.71,559.14,169.396
18-Jun-21,"3,837,335.00","4,688,124.00","24,304,701.00","8,301,922.00","7,894,533.00","9,805,323.00",44.86,39.16,93.5,109.77,557.96,169.05
21-Jun-21,"3,837,335.00","4,688,124.00","24,304,701.00","8,301,922.00","7,873,733.00","9,801,163.00",45.07,39.4,94.02,110.43,562.67,170.318
22-Jun-21,"3,837,335.00","4,688,124.00","24,304,701.00","8,301,922.00","7,875,033.00","9,801,423.00",45.44,39.7,94.56,110.51,565.95,171.232
23-Jun-21,"3,837,335.00","4,688,124.00","24,304,701.00","8,305,822.00","7,875,033.00","9,802,203.00",44.96,39.27,93.38,108.92,560.32,169.37
24-Jun-21,"3,837,335.00","4,688,124.00","24,304,701.00","8,308,422.00","7,880,233.00","9,803,763.00",45.3,39.53,93.98,109.79,564.61,170.642
25-Jun-21,"3,837,335.00","4,688,124.00","24,304,701.00","8,312,322.00","7,884,133.00","9,805,323.00",45.26,39.55,93.83,109.84,564.53,170.602
28-Jun-21,"3,837,335.00","4,688,124.00","24,312,701.00","8,318,822.00","7,891,933.00","9,809,783.00",45.55,39.77,94.34,110.52,568.12,171.66
29-Jun-21,"3,837,335.00","4,688,124.00","24,320,701.00","8,326,622.00","7,898,433.00","9,814,243.00",45.99,40.13,95.21,111.37,572.68,173.076
30-Jun-21,"3,837,335.00","4,688,124.00","24,328,701.00","8,326,622.00","7,906,233.00","9,817,403.00",45.92,40.08,95.19,111.07,573.72,173.196
1-Jul-21,"3,912,994.00","4,694,682.00","24,358,962.00","8,332,000.00","7,909,996.00","9,841,726.80",40.07,38.32,95.01,111.57,577.47,172.488
2-Jul-21,"3,912,994.00","4,694,682.00","24,358,962.00","8,334,600.00","7,915,196.00","9,843,286.80",40.32,38.45,95.82,112.26,580.97,173.564
5-Jul-21,"3,967,994.00","4,294,682.00","24,366,962.00","8,339,800.00","7,921,696.00","9,778,226.80",40.14,38.32,95.31,111.66,577.84,172.654
6-Jul-21,"3,992,440.00","4,293,905.00","24,357,991.00","8,337,416.00","7,920,522.00","9,780,454.80",40.26,38.18,95.69,111.77,578.67,172.914
7-Jul-21,"4,047,440.00","4,293,905.00","24,381,991.00","8,354,316.00","7,937,422.00","9,803,014.80",40.55,38.44,96.58,112.84,582.91,174.264
8-Jul-21,"4,047,440.00","4,293,905.00","24,389,991.00","8,356,916.00","7,941,322.00","9,805,914.80",40.43,38.28,96.48,112.9,582.13,174.044
9-Jul-21,"4,047,440.00","4,453,905.00","24,413,991.00","8,366,016.00","7,946,522.00","9,845,574.80",40.51,38.47,96.69,112.7,583.95,174.464
12-Jul-21,"4,047,440.00","4,453,905.00","24,421,991.00","8,375,116.00","7,949,122.00","9,849,514.80",40.66,38.64,96.79,112.88,585.37,174.868
13-Jul-21,"4,047,440.00","4,453,905.00","24,437,991.00","8,389,416.00","7,951,722.00","9,856,094.80",40.77,38.62,96.99,113.02,585.27,174.934
14-Jul-21,"4,047,440.00","4,453,905.00","24,445,991.00","8,401,116.00","7,953,022.00","9,860,294.80",40.78,38.59,97.4,112.95,585.34,175.012
15-Jul-21,"4,157,440.00","4,453,905.00","24,453,991.00","8,403,716.00","7,956,922.00","9,885,194.80",40.8,38.62,97.4,112.84,586.31,175.194
16-Jul-21,"4,157,440.00","4,453,905.00","24,469,991.00","8,410,216.00","7,959,522.00","9,890,214.80",40.73,38.42,97,113.3,584.24,174.738
19-Jul-21,"4,157,440.00","4,453,905.00","24,485,991.00","8,415,416.00","7,964,722.00","9,895,494.80",40.52,38.26,96.16,113.38,581.24,173.912
20-Jul-21,"4,157,440.00","4,453,905.00","24,517,991.00","8,420,616.00","7,972,522.00","9,904,494.80",41.06,38.77,97.63,114.87,591.04,176.674
21-Jul-21,"4,157,440.00","4,453,905.00","24,525,991.00","8,423,216.00","7,977,722.00","9,907,654.80",41.27,39.06,98.14,114.87,593.88,177.444
22-Jul-21,"4,157,440.00","4,453,905.00","24,533,991.00","8,423,216.00","8,019,322.00","9,917,574.80",41.23,38.8,97.83,114.63,591.79,176.856
23-Jul-21,"4,157,440.00","4,453,905.00","24,549,991.00","8,424,516.00","8,024,522.00","9,922,074.80",41.79,39.28,99.14,116.26,599.57,179.208
26-Jul-21,"4,157,440.00","4,453,905.00","24,557,991.00","8,431,016.00","8,040,122.00","9,928,094.80",41.68,39.19,99.21,114.87,598.81,178.752
27-Jul-21,"4,157,440.00","4,453,905.00","24,573,991.00","8,433,616.00","8,044,022.00","9,932,594.80",41.5,39.04,98.67,115.35,596.68,178.248
28-Jul-21,"4,157,440.00","4,453,905.00","24,581,991.00","8,438,816.00","8,053,122.00","9,937,054.80",41.71,39.21,99.43,116.67,599.94,179.392
29-Jul-21,"4,157,440.00","4,453,905.00","24,613,991.00","8,447,916.00","8,058,322.00","9,946,314.80",41.63,39.33,98.98,116.03,597.43,178.68
30-Jul-21,"4,267,440.00","4,453,905.00","24,613,991.00","8,451,816.00","8,066,122.00","9,970,654.80",41.77,39.43,98.66,116.75,598.45,179.012
2-Aug-21,"4,267,440.00","4,453,905.00","24,613,991.00","8,460,916.00","8,096,022.00","9,978,454.80",41.71,39.48,98.37,116.56,595.22,178.268
3-Aug-21,"4,267,440.00","4,453,905.00","24,629,991.00","8,467,416.00","8,097,322.00","9,983,214.80",41.93,39.69,99.41,118.02,599.89,179.788
4-Aug-21,"4,267,440.00","4,453,905.00","24,661,991.00","8,480,416.00","8,103,822.00","9,993,514.80",41.87,39.55,98.81,117.52,596.79,178.908
5-Aug-21,"4,212,440.00","4,453,905.00","24,677,991.00","8,480,416.00","8,103,822.00","9,985,714.80",41.94,39.35,98.84,117,597.75,178.976
6-Aug-21,"4,212,440.00","4,453,905.00","24,693,991.00","8,484,316.00","8,103,822.00","9,989,694.80",42.17,39.68,99.52,117.42,603.63,180.484
9-Aug-21,"4,212,440.00","4,453,905.00","24,701,991.00","8,489,516.00","8,042,722.00","9,980,114.80",42.29,39.75,99.77,118.17,604.9,180.976
10-Aug-21,"4,212,440.00","4,453,905.00","24,717,991.00","8,499,916.00","8,042,722.00","9,985,394.80",42.21,39.76,99.77,117.89,604.69,180.864
11-Aug-21,"4,267,440.00","4,453,905.00","24,725,991.00","8,503,816.00","8,042,722.00","9,998,774.80",42.2,39.81,99.62,116.74,603.65,180.404
12-Aug-21,"4,267,440.00","4,453,905.00","24,741,991.00","8,515,516.00","8,031,022.00","10,001,974.80",42.56,39.97,100.48,118.01,607.78,181.76
13-Aug-21,"4,267,440.00","4,453,905.00","24,749,991.00","8,528,516.00","8,036,222.00","10,007,214.80",42.52,39.9,100.34,118.28,606.51,181.51
16-Aug-21,"4,322,440.00","4,453,905.00","24,757,991.00","8,537,616.00","8,037,522.00","10,021,894.80",42.8,40.13,101.08,120.02,611.3,183.066
17-Aug-21,"4,377,440.00","4,453,905.00","24,773,991.00","8,548,016.00","8,041,422.00","10,038,954.80",42.95,40.17,101.46,122.29,613.76,184.126
18-Aug-21,"4,377,440.00","4,453,905.00","24,781,991.00","8,553,216.00","8,041,422.00","10,041,594.80",42.8,39.92,100.51,121.39,608.86,182.696
19-Aug-21,"4,377,440.00","4,453,905.00","24,797,991.00","8,554,516.00","8,041,422.00","10,045,054.80",43.26,40.21,101.4,123.19,616.61,184.934
20-Aug-21,"4,377,440.00","4,453,905.00","24,813,991.00","8,563,616.00","8,049,222.00","10,051,634.80",43.77,40.57,102.57,124.3,624.18,187.078
23-Aug-21,"4,377,440.00","4,453,905.00","24,821,991.00","8,568,816.00","8,053,122.00","10,055,054.80",43.76,40.53,102.45,123.27,623.11,186.624
24-Aug-21,"4,377,440.00","4,453,905.00","24,837,991.00","8,585,716.00","8,058,322.00","10,062,674.80",43.43,40.32,101.67,121.72,618.35,185.098
25-Aug-21,"4,377,440.00","4,453,905.00","24,869,991.00","8,592,216.00","8,064,822.00","10,071,674.80",43.49,40.42,101.63,121.47,619.98,185.398
26-Aug-21,"4,597,440.00","4,453,905.00","24,893,991.00","8,602,616.00","8,068,722.00","10,123,334.80",43.36,40.32,101.34,121.21,617.9,184.826
27-Aug-21,"4,597,440.00","4,453,905.00","24,917,991.00","8,616,916.00","8,076,522.00","10,132,554.80",43.38,40.39,101.39,120.34,619.1,184.92
30-Aug-21,"4,597,440.00","4,453,905.00","24,925,991.00","8,622,116.00","8,079,122.00","10,135,714.80",43.63,40.51,102.07,120.78,621.59,185.716
31-Aug-21,"4,597,440.00","4,453,905.00","24,941,991.00","8,627,316.00","8,084,322.00","10,140,994.80",43.5,40.33,101.92,120.49,620.07,185.262
1-Sep-21,"4,597,440.00","4,453,905.00","24,957,991.00","8,637,716.00","8,090,822.00","10,147,574.80",43.27,40,101.21,119.87,615.05,183.88
2-Sep-21,"4,652,440.00","4,453,905.00","24,973,991.00","8,645,516.00","8,097,322.00","10,164,634.80",43.2,40.06,100.84,120.35,613.89,183.668
3-Sep-21,"4,652,440.00","4,453,905.00","24,981,991.00","8,659,816.00","8,105,122.00","10,170,654.80",43.04,39.89,100.47,119.95,610.57,182.784
6-Sep-21,"4,652,440.00","4,453,905.00","24,997,991.00","8,666,316.00","8,114,222.00","10,176,974.80",43.2,40.01,100.63,120.14,611.56,183.108
7-Sep-21,"4,652,440.00","4,453,905.00","24,997,991.00","8,666,316.00","8,114,222.00","10,176,974.80",43.33,39.99,101.12,120.26,613.46,183.632
8-Sep-21,"4,652,440.00","4,453,905.00","25,029,991.00","8,680,616.00","8,127,222.00","10,188,834.80",43.34,39.96,101.09,120.02,614.81,183.844
9-Sep-21,"4,707,440.00","4,453,905.00","25,029,991.00","8,680,616.00","8,131,122.00","10,200,614.80",43.05,39.77,100.15,118.52,610.41,182.38
10-Sep-21,"4,762,440.00","4,453,905.00","25,053,991.00","8,683,216.00","8,133,722.00","10,217,454.80",42.84,39.75,99.31,117.38,606,181.056
13-Sep-21,"4,762,440.00","4,453,905.00","25,053,991.00","8,685,816.00","8,136,322.00","10,218,494.80",42.89,39.87,99.91,116.92,607.74,181.466
14-Sep-21,"4,762,440.00","4,453,905.00","25,061,991.00","8,692,316.00","8,146,722.00","10,223,474.80",43.05,39.93,100.1,117.64,607.97,181.738
15-Sep-21,"4,762,440.00","4,453,905.00","25,069,991.00","8,697,516.00","8,151,922.00","10,227,154.80",43.27,40.14,100.98,118.4,613.35,183.228
16-Sep-21,"4,762,440.00","4,453,905.00","25,069,991.00","8,705,316.00","8,157,122.00","10,229,754.80",43.52,40.29,101.36,119.05,616.42,184.128
17-Sep-21,"4,762,440.00","4,453,905.00","25,069,991.00","8,707,916.00","8,159,722.00","10,230,794.80",43.15,39.89,100.24,118.92,610.73,182.586
20-Sep-21,"4,762,440.00","4,453,905.00","25,069,991.00","8,724,816.00","8,164,922.00","10,235,214.80",42.57,39.28,98.51,118.27,602.08,180.142
21-Sep-21,"4,762,440.00","4,453,905.00","25,085,991.00","8,741,716.00","8,166,222.00","10,242,054.80",42.84,39.36,99.32,119.39,604.19,181.02
22-Sep-21,"4,762,440.00","4,453,905.00","25,085,991.00","8,741,716.00","8,170,122.00","10,242,834.80",42.98,39.43,99.87,118.67,607.34,181.658
23-Sep-21,"4,762,440.00","4,453,905.00","25,085,991.00","8,741,716.00","8,168,822.00","10,242,574.80",43.09,39.54,100.26,118.84,610.41,182.428
24-Sep-21,"4,762,440.00","4,453,905.00","25,085,991.00","8,745,616.00","8,172,722.00","10,244,134.80",43.42,39.87,101.01,119.16,616.37,183.966
27-Sep-21,"4,762,440.00","4,453,905.00","25,085,991.00","8,749,516.00","8,175,322.00","10,245,434.80",42.95,39.61,100.24,116.99,611.41,182.24
28-Sep-21,"4,762,440.00","4,453,905.00","25,085,991.00","8,756,016.00","8,177,922.00","10,247,254.80",42.25,39.12,98.84,115.66,603.05,179.784
29-Sep-21,"4,817,440.00","4,453,905.00","25,085,991.00","8,770,316.00","8,183,122.00","10,262,154.80",42.52,39.3,99.62,116.85,608.12,181.282
