ETF Names,STD_2020_2021,Mean_2020_2021
iShares Asia 50 ETF,3.015198041716204,2.5723076923076915
iShares China Large-Cap ETF,3.665790921059612,0.603076923076923
iShares Core Cash ETF,0.005188745216627709,0.005384615384615385
iShares Core Composite Bond ETF,1.1680621690514725,-0.04769230769230766
iShares Core Global Corporate Bond (AUD Hedged) ETF,1.2531867071896843,0.3146153846153845
iShares Core MSCI World ex Australia ESG Leaders (AUD Hedged) ETF,3.58709832022686,2.789230769230769
iShares Core MSCI World ex Australia ESG Leaders ETF,2.69662704798002,2.031538461538461
iShares Core S&P/ASX 200 ETF,3.013075564763413,2.1392307692307693
iShares Edge MSCI Australia Minimum Volatility ETF,2.412177971067343,1.5023076923076921
iShares Edge MSCI Australia Multifactor ETF,2.403344891326808,1.9100000000000001
iShares Edge MSCI World Minimum Volatility ETF,2.7360204115297995,0.5792307692307692
iShares Edge MSCI World Multifactor ETF,2.498739169240647,1.7715384615384617
iShares Enhanced Cash ETF,0.026626572422569883,0.02615384615384616
iShares Global 100 (AUD Hedged) ETF,3.9875640015762346,2.5700000000000003
iShares Global 100 ETF,2.6690839204414263,1.7761538461538462
iShares Global Consumer Staples ETF,3.45027906712278,0.6038461538461538
iShares Global Healthcare ETF,3.284477673808057,0.5346153846153846
iShares Global High Yield Bond (AUD Hedged) ETF,1.4958918101561716,0.8638461538461539
iShares Government Inflation ETF,1.8437197628985174,0.4676923076923077
iShares J.P. Morgan USD Emerging Markets Bond (AUD Hedged) ETF,2.310645098069102,0.7384615384615384
iShares MSCI EAFE ETF,2.837139223647471,1.493846153846154
iShares MSCI Emerging Markets ETF,1.650482058563808,2.139230769230769
iShares MSCI Japan ETF,3.1795347184204523,0.7507692307692307
iShares MSCI South Korea ETF,3.7130366313357355,3.4807692307692304
iShares S&P 500 (AUD Hedged) ETF,3.93245128093446,2.7469230769230766
iShares S&P 500 ETF,2.8131643374932063,1.8646153846153846
iShares S&P/ASX 20 ETF,3.0212879321956008,2.3984615384615386
iShares S&P/ASX Dividend Opportunities ETF,3.3527512621190714,1.869230769230769
iShares S&P/ASX Small Ordinaries ETF,3.5842940870642996,2.1115384615384616
iShares S&P Mid-Cap ETF,3.146746590141014,2.4815384615384612
iShares S&P Small-Cap ETF,3.881391172749461,3.388461538461539
iShares Treasury ETF,1.3830531072362684,-0.14230769230769227
